index,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temparature,top_p,model,ref_sim
29,1490,142.68161392211914,12012,13502,0.00603488,,,openai/gpt-oss-120b,0.3333333333333333
30,1101,197.8879222869873,14548,15649,0.002807059,,,openai/gpt-oss-120b,0.1111111111111111
31,1887,171.1393325328827,12491,14378,0.00466659,,,openai/gpt-oss-120b,0.2222222222222222
32,986,83.6206283569336,10228,11214,0.0062847,,,openai/gpt-oss-120b,0.1785714285714285
33,1099,147.79565954208374,11702,12801,0.00298045,,,openai/gpt-oss-120b,0.15625
34,2410,204.76815724372864,16384,18794,0.0042165,,,openai/gpt-oss-120b,0.0
35,2716,160.56079697608948,12250,14966,0.0077574,,,openai/gpt-oss-120b,0.2558139534883721
36,1660,170.5573606491089,14370,16030,0.0053226,,,openai/gpt-oss-120b,0.0555555555555555
37,2228,84.01124000549316,15685,17913,0.0097452,,,openai/gpt-oss-120b,0.28
38,2271,173.1777904033661,12453,14724,0.002454639,,,openai/gpt-oss-120b,0.074074074074074
39,1917,189.9217956066132,9210,11127,0.001824663,,,openai/gpt-oss-120b,0.2307692307692307
40,2680,192.04187202453613,14469,17149,0.00285363,,,openai/gpt-oss-120b,0.3170731707317073
41,1966,307.7303698062897,16384,18350,0.003189634,,,openai/gpt-oss-120b,0.0666666666666666
42,1713,38.01386284828186,10893,12606,0.00407565,,,openai/gpt-oss-120b,0.0
43,1589,157.6276295185089,12736,14325,0.00326345,,,openai/gpt-oss-120b,0.1940298507462686
44,1973,206.2036509513855,16384,18357,0.00419465,,,openai/gpt-oss-120b,0.2
45,2452,298.53337121009827,15135,17587,0.002971278,,,openai/gpt-oss-120b,0.0714285714285714
46,2657,126.43654584884644,15033,17690,0.00941835,,,openai/gpt-oss-120b,0.24
47,2359,136.19938158988953,10692,13051,0.00279095,,,openai/gpt-oss-120b,0.2580645161290322
48,2123,288.0370376110077,14858,16981,0.002905817,,,openai/gpt-oss-120b,0.3333333333333333
49,1792,117.58719563484192,13904,15696,0.008552584,,,openai/gpt-oss-120b,0.46875
50,2360,80.80750918388367,10649,13009,0.00668492,,,openai/gpt-oss-120b,0.0952380952380952
51,2628,53.81387114524841,6600,9228,0.00434876,,,openai/gpt-oss-120b,0.2553191489361702
52,3048,124.26626682281494,16384,19432,0.01022912,,,openai/gpt-oss-120b,0.0
53,2180,143.7399287223816,16384,18564,0.01052596,,,openai/gpt-oss-120b,0.1666666666666666
54,2311,62.18665599822998,9199,11510,0.00580757,,,openai/gpt-oss-120b,0.1489361702127659
55,1914,80.83847236633301,9744,11658,0.00607502,,,openai/gpt-oss-120b,0.1860465116279069
56,2127,103.86270499229433,13899,16026,0.008649066,,,openai/gpt-oss-120b,0.1627906976744186
57,2101,186.24258089065552,12015,14116,0.00751871,,,openai/gpt-oss-120b,0.0
58,2142,127.90165424346924,15574,17716,0.00960722,,,openai/gpt-oss-120b,0.1666666666666666
59,2159,74.00693488121033,9096,11255,0.00572297,,,openai/gpt-oss-120b,0.2
60,2622,197.6065576076508,12588,15210,0.00788762,,,openai/gpt-oss-120b,0.1739130434782608
61,1843,93.4554886817932,11966,13809,0.00739757,,,openai/gpt-oss-120b,0.0384615384615384
62,3540,139.60376715660095,16384,19924,0.01035596,,,openai/gpt-oss-120b,0.2307692307692307
63,2729,134.9365828037262,16384,19113,0.01018127,,,openai/gpt-oss-120b,0.0
64,1938,90.80763244628906,11108,13046,0.00689702,,,openai/gpt-oss-120b,0.1458333333333333
65,1908,107.94459414482117,12808,14716,0.007912384,,,openai/gpt-oss-120b,0.1428571428571428
66,1414,185.9708817005157,11745,13159,0.00720062,,,openai/gpt-oss-120b,0.1666666666666666
67,1894,133.08607292175293,16384,18278,0.01011382,,,openai/gpt-oss-120b,0.1666666666666666
68,2393,120.04167556762695,14205,16598,0.00882347,,,openai/gpt-oss-120b,0.2058823529411764
69,2292,130.69728469848633,16030,18322,0.00990332,,,openai/gpt-oss-120b,0.0
70,1986,81.95556402206421,10574,12560,0.00663686,,,openai/gpt-oss-120b,0.2432432432432432
71,1957,143.10044026374817,16384,18341,0.01006547,,,openai/gpt-oss-120b,0.1428571428571428
72,2935,73.60016465187073,9712,12647,0.00620897,,,openai/gpt-oss-120b,0.3333333333333333
73,2048,65.98092103004456,8561,10609,0.00538532,,,openai/gpt-oss-120b,0.0
74,2255,76.51884317398071,9635,11890,0.00611381,,,openai/gpt-oss-120b,0.0
75,1888,101.1473331451416,13353,15241,0.00823652,,,openai/gpt-oss-120b,0.1304347826086956
76,2396,95.56107807159424,11881,14277,0.00742952,,,openai/gpt-oss-120b,0.0
77,2447,117.18704771995544,12714,15161,0.00793697,,,openai/gpt-oss-120b,0.2222222222222222
78,3341,78.93171691894531,9582,12923,0.00624491,,,openai/gpt-oss-120b,0.1666666666666666
79,2477,97.99692010879517,11827,14304,0.00740927,,,openai/gpt-oss-120b,0.2857142857142857
80,2356,101.5382468700409,12992,15348,0.00809012,,,openai/gpt-oss-120b,0.2121212121212121
0,2062,42.10791110992432,2621,4683,0.00089884,,,qwen/qwen3-32b,0.1666666666666666
1,1599,84.33106780052185,3440,5039,0.0011919,,,qwen/qwen3-32b,0.125
2,2389,93.89621925354004,3849,6238,0.0013936,,,qwen/qwen3-32b,0.125
3,2991,82.36397361755371,5075,8066,0.00166028,,,qwen/qwen3-32b,0.1923076923076923
4,1436,40.76459836959839,2811,4247,0.00140855,,,qwen/qwen3-32b,0.1153846153846153
5,2449,37.82772421836853,2359,4808,0.00130645,,,qwen/qwen3-32b,0.4193548387096774
6,2175,43.11148405075073,2985,5160,0.00156075,,,qwen/qwen3-32b,0.15
7,1979,74.76324987411499,3016,4995,0.0011027,,,qwen/qwen3-32b,0.0
8,2595,35.797123193740845,2416,5011,0.00088408,,,qwen/qwen3-32b,0.0869565217391304
9,3414,148.1797649860382,4002,7416,0.0027591,,,qwen/qwen3-32b,0.1538461538461538
10,1783,49.4957172870636,3392,5175,0.0017047,,,qwen/qwen3-32b,0.25
11,1863,61.57516121864319,2991,4854,0.00098652,,,qwen/qwen3-32b,0.0789473684210526
12,1640,90.6329607963562,3252,4892,0.0011396,,,qwen/qwen3-32b,0.1666666666666666
13,1384,46.57793521881104,2858,4242,0.00091096,,,qwen/qwen3-32b,0.22
14,2263,68.03427863121033,2737,5000,0.0010474,,,qwen/qwen3-32b,0.0869565217391304
15,2741,78.5955822467804,5352,8093,0.0026825,,,qwen/qwen3-32b,0.3043478260869565
16,2229,41.21218419075012,2562,4791,0.00089568,,,qwen/qwen3-32b,0.3333333333333333
17,2322,58.2962110042572,3516,5838,0.00117024,,,qwen/qwen3-32b,0.0666666666666666
18,1952,36.11844301223755,2480,4432,0.00085056,,,qwen/qwen3-32b,0.0697674418604651
19,3053,44.774842500686646,3134,6187,0.00112176,,,qwen/qwen3-32b,0.2307692307692307
20,2695,75.3889889717102,3041,5736,0.0011818,,,qwen/qwen3-32b,0.0
21,2944,58.05849170684815,3498,6442,0.00121496,,,qwen/qwen3-32b,0.1923076923076923
22,1648,63.57083439826965,2564,4212,0.000934,,,qwen/qwen3-32b,0.0967741935483871
23,2804,106.58743143081664,4417,7221,0.0016055,,,qwen/qwen3-32b,0.0869565217391304
24,1528,76.35052132606506,3082,4610,0.0010774,,,qwen/qwen3-32b,0.0606060606060606
25,2399,38.84357929229736,2698,5097,0.00094736,,,qwen/qwen3-32b,0.225
26,2999,48.54639458656311,3004,6003,0.00108104,,,qwen/qwen3-32b,0.119047619047619
27,2557,9.492980241775513,3486,6043,0.00279827,,,qwen/qwen3-32b,0.1111111111111111
28,937,40.07837390899658,2787,3724,0.00085532,,,qwen/qwen3-32b,0.1904761904761904
29,1658,67.31305241584778,2709,4367,0.0009785,,,qwen/qwen3-32b,0.4
30,1229,48.27523851394653,2984,4213,0.00093384,,,qwen/qwen3-32b,0.0714285714285714
31,2134,54.78193736076355,2435,4569,0.0009439,,,qwen/qwen3-32b,0.1111111111111111
32,1086,43.48772168159485,3051,4137,0.00094116,,,qwen/qwen3-32b,0.1111111111111111
33,1200,317.1263439655304,6619,7819,0.00394083,,,qwen/qwen3-32b,0.1034482758620689
34,2769,39.27030062675476,2699,5468,0.00149145,,,qwen/qwen3-32b,0.0
35,3250,40.841338872909546,2826,6076,0.00105128,,,qwen/qwen3-32b,0.1020408163265306
36,1899,60.24206471443176,2651,4550,0.0009852,,,qwen/qwen3-32b,0.0454545454545454
37,2551,45.3395733833313,3200,5751,0.00110008,,,qwen/qwen3-32b,0.2222222222222222
38,2649,42.9817271232605,2985,5634,0.00104772,,,qwen/qwen3-32b,0.0571428571428571
39,2197,50.92367362976074,2700,4897,0.00093176,,,qwen/qwen3-32b,0.1538461538461538
40,3145,203.965119600296,4349,7494,0.00291923,,,qwen/qwen3-32b,0.2666666666666666
41,2313,55.776973485946655,3923,6236,0.00199665,,,qwen/qwen3-32b,0.0
42,1916,66.88333129882812,2777,4693,0.0010247,,,qwen/qwen3-32b,0.1538461538461538
43,1752,40.28612208366394,2325,4077,0.00079116,,,qwen/qwen3-32b,0.1692307692307692
44,2290,171.77475309371948,4306,6596,0.00277502,,,qwen/qwen3-32b,0.2
45,2934,276.5190887451172,6230,9164,0.00396186,,,qwen/qwen3-32b,0.1111111111111111
46,3107,127.03874802589417,3402,6509,0.0013313,,,qwen/qwen3-32b,0.3
47,2671,58.988463163375854,4150,6821,0.00137568,,,qwen/qwen3-32b,0.358974358974359
48,2466,72.42043972015381,3037,5503,0.0011577,,,qwen/qwen3-32b,0.15
49,2058,54.967849016189575,3490,5548,0.00114184,,,qwen/qwen3-32b,0.3666666666666666
50,2734,78.68799090385437,5264,7998,0.0026422,,,qwen/qwen3-32b,0.1860465116279069
51,3126,250.3199224472046,3559,6685,0.00191415,,,qwen/qwen3-32b,0.1489361702127659
52,3551,221.94465231895447,5538,9089,0.0020165,,,qwen/qwen3-32b,0.125
53,2530,49.5962700843811,3065,5595,0.00163225,,,qwen/qwen3-32b,0.2222222222222222
54,2600,45.16767573356629,2743,5343,0.00149435,,,qwen/qwen3-32b,0.1702127659574468
55,2172,64.8936493396759,2425,4597,0.0009447,,,qwen/qwen3-32b,0.1463414634146341
56,2499,43.50341153144837,2996,5495,0.0010388,,,qwen/qwen3-32b,0.1025641025641025
57,2423,51.5132110118866,3456,5879,0.0017975,,,qwen/qwen3-32b,0.0
58,2449,48.838695764541626,3237,5686,0.00110228,,,qwen/qwen3-32b,0.125
59,2399,46.86375522613525,2947,5346,0.00101708,,,qwen/qwen3-32b,0.1071428571428571
60,3098,68.5579137802124,4557,7655,0.00236045,,,qwen/qwen3-32b,0.1739130434782608
61,2109,69.82743000984192,2470,4579,0.0009519,,,qwen/qwen3-32b,0.1111111111111111
62,4164,62.92615461349487,4740,8904,0.00166032,,,qwen/qwen3-32b,0.2222222222222222
63,3238,182.524067401886,4026,7264,0.0015316,,,qwen/qwen3-32b,0.1111111111111111
64,2197,49.69085431098938,3193,5390,0.00165655,,,qwen/qwen3-32b,0.06
65,2175,159.31320476531982,3253,5428,0.0011934,,,qwen/qwen3-32b,0.0952380952380952
66,1564,192.85164260864252,4406,5970,0.0014782,,,qwen/qwen3-32b,0.1538461538461538
67,2167,53.723198652267456,4292,6459,0.00137512,,,qwen/qwen3-32b,0.0
68,2766,44.366846323013306,3424,6190,0.00118,,,qwen/qwen3-32b,0.2
69,2662,348.19104051589966,5202,7864,0.0026071,,,qwen/qwen3-32b,0.0
70,2259,35.74061560630798,2436,4695,0.0013221,,,qwen/qwen3-32b,0.1944444444444444
71,2282,48.73297166824341,4007,6289,0.00130452,,,qwen/qwen3-32b,0.1071428571428571
72,3429,330.68267798423767,4825,8254,0.00251415,,,qwen/qwen3-32b,0.2631578947368421
73,2268,46.691197872161865,3612,5880,0.0011928,,,qwen/qwen3-32b,0.0
74,2591,172.22356009483337,3603,6194,0.00134,,,qwen/qwen3-32b,0.0
75,2150,233.00794672966003,3304,5454,0.0017018,,,qwen/qwen3-32b,0.0816326530612244
76,2855,148.68749523162842,2717,5572,0.0011006,,,qwen/qwen3-32b,0.25
77,2855,221.7430191040039,4668,7523,0.00306046,,,qwen/qwen3-32b,0.25
78,4006,41.63509750366211,3519,7525,0.0013058,,,qwen/qwen3-32b,0.125
79,2863,293.2904281616211,4293,7156,0.00221815,,,qwen/qwen3-32b,0.1578947368421052
80,2728,40.765750885009766,3218,5946,0.00111928,,,qwen/qwen3-32b,0.0333333333333333
0,2066,220.05165100097656,8539,10605,0.013074672,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
1,1603,281.43866062164307,10607,12210,0.0160971135,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
2,2389,258.9814553260803,7585,9974,0.01799497,,,qwen/qwen3-235b-a22b-thinking-2507,0.1666666666666666
3,2995,170.560786485672,6523,9518,0.0101996375,,,qwen/qwen3-235b-a22b-thinking-2507,0.0454545454545454
4,1442,238.3935594558716,9221,10663,0.02161206,,,qwen/qwen3-235b-a22b-thinking-2507,0.0555555555555555
5,2449,147.83152389526367,4414,6863,0.0139767,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
6,2179,121.83975052833556,5098,7277,0.0079472705,,,qwen/qwen3-235b-a22b-thinking-2507,0.024390243902439
7,1983,205.5277922153473,7971,9954,0.0122131035,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
8,2601,221.20046162605288,8791,11392,0.02094758,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
9,3410,352.9597084522248,9833,13243,0.0234002,,,qwen/qwen3-235b-a22b-thinking-2507,0.0909090909090909
10,1789,196.12875247001648,7448,9237,0.01763132,,,qwen/qwen3-235b-a22b-thinking-2507,0.2142857142857142
11,1863,229.3918945789337,6802,8665,0.01607309,,,qwen/qwen3-235b-a22b-thinking-2507,0.0277777777777777
12,1640,223.60407710075376,6630,8270,0.0156262,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
13,1388,196.2554724216461,7724,9112,0.011754886,,,qwen/qwen3-235b-a22b-thinking-2507,0.0204081632653061
14,2263,199.02410650253296,5952,8215,0.01421009,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
15,2745,242.8698642253876,8615,11360,0.0132898025,,,qwen/qwen3-235b-a22b-thinking-2507,0.05
16,2235,181.5829482078552,7180,9415,0.0171398,,,qwen/qwen3-235b-a22b-thinking-2507,0.1666666666666666
17,2326,218.08930587768555,8511,10837,0.013071682,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
18,1956,180.17951679229736,6884,8840,0.010584002,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
19,3059,264.256443977356,10362,13421,0.02468912,,,qwen/qwen3-235b-a22b-thinking-2507,0.0555555555555555
20,2695,242.88905692100525,7087,9782,0.01691995,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
21,2944,229.1199815273285,6791,9735,0.0212562,,,qwen/qwen3-235b-a22b-thinking-2507,0.0526315789473684
22,1652,220.1587271690369,8080,9732,0.012326574,,,qwen/qwen3-235b-a22b-thinking-2507,0.0714285714285714
23,2810,131.11758136749268,4979,7789,0.0122385,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
24,1534,182.86205410957336,6938,8472,0.01638692,,,qwen/qwen3-235b-a22b-thinking-2507,0.0303030303030303
25,2405,142.34215354919434,5714,8119,0.0138156,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
26,2999,213.45172309875488,6319,9318,0.0198567,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
27,2562,254.6293098926544,9421,11983,0.014467414,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
28,941,220.58941531181333,8063,9004,0.0121948645,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
29,1664,231.1653001308441,9201,10865,0.02162822,,,qwen/qwen3-235b-a22b-thinking-2507,0.0909090909090909
30,1229,176.75015783309937,5387,6616,0.01267277,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
31,2134,183.3728008270264,5553,7687,0.01326272,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
32,1092,148.4925286769867,5970,7062,0.01403676,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
33,1200,183.1783871650696,6972,8172,0.01060254,,,qwen/qwen3-235b-a22b-thinking-2507,0.0416666666666666
34,2769,331.3413004875183,9354,12123,0.02215107,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
35,3250,247.74636220932007,7251,10501,0.0174248,,,qwen/qwen3-235b-a22b-thinking-2507,0.1052631578947368
36,1899,323.7126111984253,9091,10990,0.02134607,,,qwen/qwen3-235b-a22b-thinking-2507,0.0833333333333333
37,2555,166.23306131362915,6348,8903,0.0098722325,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
38,2649,248.16706371307373,7263,9912,0.0225837,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
39,2201,213.3429388999939,7350,9551,0.0113172995,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
40,3147,207.483083486557,8753,11900,0.02101306,,,qwen/qwen3-235b-a22b-thinking-2507,0.0277777777777777
41,2313,241.2048652172089,6382,8695,0.01521059,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
42,1920,214.5978806018829,6578,8498,0.01012115,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
43,1756,344.85810256004333,11134,12890,0.016907852,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
44,2290,222.2549855709076,7052,9342,0.010885095,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
45,2934,479.24091124534607,14634,17568,0.022316463,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
46,3107,344.9625816345215,9149,12256,0.0283791,,,qwen/qwen3-235b-a22b-thinking-2507,0.0555555555555555
47,2675,269.4324617385864,8822,11497,0.0135888025,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
48,2470,259.04625701904297,8175,10645,0.01259089,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
49,2062,251.00739407539368,7425,9487,0.011408644,,,qwen/qwen3-235b-a22b-thinking-2507,0.0344827586206896
50,2738,258.7706732749939,8213,10951,0.012687766,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
51,3130,282.28981375694275,8577,11707,0.01329055,,,qwen/qwen3-235b-a22b-thinking-2507,0.0666666666666666
52,3551,304.56701397895813,7915,11466,0.01902123,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
53,2530,177.24916458129883,4528,7058,0.0109963,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
54,2600,211.24371790885925,5505,8105,0.0132595,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
55,2176,226.79776334762573,6830,9006,0.010536162,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
56,2505,192.25071501731875,8664,11169,0.0206286,,,qwen/qwen3-235b-a22b-thinking-2507,0.0263157894736842
57,2423,284.0030868053436,7477,9900,0.01775439,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
58,2455,185.60225582122803,8253,10708,0.0196693,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
59,2403,144.97068071365356,4229,6632,0.0066816035,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
60,3102,230.53493309021,7036,10138,0.010982569,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
61,2109,214.71786618232727,5646,7755,0.01347087,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
62,4168,265.1706297397613,7887,12055,0.012414181,,,qwen/qwen3-235b-a22b-thinking-2507,0.1
63,3242,373.1443066596985,10838,14080,0.016687489,,,qwen/qwen3-235b-a22b-thinking-2507,0.1666666666666666
64,2197,155.00785779953003,3941,6138,0.00956961,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
65,2179,218.33796167373657,6878,9057,0.0106083705,,,qwen/qwen3-235b-a22b-thinking-2507,0.0238095238095238
66,1568,190.75522136688232,5845,7413,0.008972691,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
67,2167,280.50842118263245,7469,9636,0.0230571,,,qwen/qwen3-235b-a22b-thinking-2507,0.0625
68,2770,179.97675251960754,5455,8225,0.00856934,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
69,2666,238.9389307498932,7281,9947,0.011283662,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
70,2259,224.2694880962372,5868,8127,0.01401597,,,qwen/qwen3-235b-a22b-thinking-2507,0.1142857142857142
71,2286,264.6033761501312,8167,10453,0.012551422,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
72,3429,255.9817259311676,6767,10196,0.01635277,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
73,2268,225.62411642074585,5884,8152,0.0183324,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
74,2595,219.84575939178467,6572,9167,0.0102130925,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
75,2154,154.4092662334442,4948,7102,0.007719283,,,qwen/qwen3-235b-a22b-thinking-2507,0.0217391304347826
76,2861,118.67767930030824,5390,8251,0.01319808,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
77,2855,266.66253185272217,8776,11631,0.0135469425,,,qwen/qwen3-235b-a22b-thinking-2507,0.0555555555555555
78,4012,261.6340010166168,12050,16062,0.02883836,,,qwen/qwen3-235b-a22b-thinking-2507,0.3333333333333333
79,2869,165.6609082221985,7369,10238,0.01775202,,,qwen/qwen3-235b-a22b-thinking-2507,0.0
80,2732,164.0358006954193,5679,8411,0.008898539,,,qwen/qwen3-235b-a22b-thinking-2507,0.0344827586206896
0,1837,161.48316144943237,9250,11087,0.03338535,,0.95,qwen/qwen3.5-397b-a17b,0.1071428571428571
1,1423,176.17765092849731,8671,10094,0.03113115,,0.95,qwen/qwen3.5-397b-a17b,0.1428571428571428
2,2154,240.77936792373657,9556,11710,0.035694,,0.95,qwen/qwen3.5-397b-a17b,0.1666666666666666
3,2627,150.07609629631042,8465,11092,0.02083263,,0.95,qwen/qwen3.5-397b-a17b,0.1818181818181818
4,1304,156.58886003494263,7074,8378,0.0262488,,0.95,qwen/qwen3.5-397b-a17b,0.0
5,2215,183.23959064483645,10454,12669,0.02532621,,0.95,qwen/qwen3.5-397b-a17b,0.0769230769230769
6,1974,170.18791818618774,9342,11316,0.02263014,,0.95,qwen/qwen3.5-397b-a17b,0.054054054054054
7,1772,106.76407718658449,7631,9403,0.0285348,,0.95,qwen/qwen3.5-397b-a17b,0.0
8,2352,212.6043832302093,8419,10771,0.0317196,,0.95,qwen/qwen3.5-397b-a17b,0.0588235294117647
9,2942,101.26602816581726,7053,9995,0.027156,,0.95,qwen/qwen3.5-397b-a17b,0.0909090909090909
10,1619,84.96832990646362,6048,7667,0.0227442,,0.95,qwen/qwen3.5-397b-a17b,0.2142857142857142
11,1699,146.08306550979614,6917,8616,0.01684839,,0.95,qwen/qwen3.5-397b-a17b,0.0263157894736842
12,1476,158.22702026367188,6139,7615,0.022986,,0.95,qwen/qwen3.5-397b-a17b,0.0
13,1274,200.0075888633728,8967,10241,0.0320852,,0.95,qwen/qwen3.5-397b-a17b,0.0588235294117647
14,2035,197.7028906345368,9845,11880,0.02383095,,0.95,qwen/qwen3.5-397b-a17b,0.0
15,2386,164.73284912109375,8112,10498,0.01991262,,0.95,qwen/qwen3.5-397b-a17b,0.0454545454545454
16,2011,135.26688981056213,7806,9817,0.0293082,,0.95,qwen/qwen3.5-397b-a17b,0.1818181818181818
17,2084,141.17282056808472,7983,10067,0.0299892,,0.95,qwen/qwen3.5-397b-a17b,0.0
18,1748,100.368793964386,6741,8489,0.0253164,,0.95,qwen/qwen3.5-397b-a17b,0.075
19,2723,152.31568813323975,10247,12970,0.038523,,0.95,qwen/qwen3.5-397b-a17b,0.0
20,2373,150.40950870513916,8965,11338,0.02190357,,0.95,qwen/qwen3.5-397b-a17b,0.1111111111111111
21,2549,115.26255202293396,7861,10410,0.029829,,0.95,qwen/qwen3.5-397b-a17b,0.1578947368421052
22,1507,147.58692741394043,7297,8804,0.0271734,,0.95,qwen/qwen3.5-397b-a17b,0.037037037037037
23,2478,207.92999935150144,11244,13722,0.02727738,,0.95,qwen/qwen3.5-397b-a17b,0.0666666666666666
24,1349,129.92433071136475,7254,8603,0.01750047,,0.95,qwen/qwen3.5-397b-a17b,0.0303030303030303
25,2120,146.74815154075625,8316,10436,0.02028624,,0.95,qwen/qwen3.5-397b-a17b,0.0
26,2672,198.2398111820221,11064,13736,0.02693184,,0.95,qwen/qwen3.5-397b-a17b,0.0555555555555555
27,2219,195.23584723472595,9739,11958,0.02365467,,0.95,qwen/qwen3.5-397b-a17b,0.064516129032258
28,884,145.7289662361145,7888,8772,0.0280942,,0.95,qwen/qwen3.5-397b-a17b,0.0
29,1495,151.28507614135742,7546,9041,0.02723325,,0.95,qwen/qwen3.5-397b-a17b,0.1666666666666666
30,1133,105.04722714424132,5113,6246,0.01851865,,0.95,qwen/qwen3.5-397b-a17b,0.1666666666666666
31,1868,147.516925573349,7994,9862,0.0290064,,0.95,qwen/qwen3.5-397b-a17b,0.0
32,1026,125.7111463546753,7294,8320,0.0260933,,0.95,qwen/qwen3.5-397b-a17b,0.0416666666666666
33,1120,165.89741349220276,9437,10557,0.0336455,,0.95,qwen/qwen3.5-397b-a17b,0.0
34,2486,149.62082648277283,8254,10740,0.031206,,0.95,qwen/qwen3.5-397b-a17b,0.0
35,2757,117.50447988510132,6411,9168,0.01607697,,0.95,qwen/qwen3.5-397b-a17b,0.0526315789473684
36,1682,171.35016798973083,9290,10972,0.02239458,,0.95,qwen/qwen3.5-397b-a17b,0.0
37,2296,155.99643898010254,8346,10642,0.0314232,,0.95,qwen/qwen3.5-397b-a17b,0.0
38,2358,156.48946142196655,7934,10292,0.01948518,,0.95,qwen/qwen3.5-397b-a17b,0.0357142857142857
39,1961,156.129812002182,8991,10952,0.03254705,,0.95,qwen/qwen3.5-397b-a17b,0.1538461538461538
40,2793,184.42561841011047,10435,13228,0.0392418,,0.95,qwen/qwen3.5-397b-a17b,0.0857142857142857
41,2032,181.7108192443848,7271,9303,0.0273948,,0.95,qwen/qwen3.5-397b-a17b,0.0
42,1735,137.2723753452301,7289,9024,0.02646575,,0.95,qwen/qwen3.5-397b-a17b,0.0833333333333333
43,1612,172.78300166130066,9905,11517,0.02380638,,0.95,qwen/qwen3.5-397b-a17b,0.1166666666666666
44,1981,92.14422702789308,6250,8231,0.0236886,,0.95,qwen/qwen3.5-397b-a17b,0.0
45,2532,135.46345281600952,7991,10523,0.0302868,,0.95,qwen/qwen3.5-397b-a17b,0.0
46,2720,163.12449741363525,8349,11069,0.0307175,,0.95,qwen/qwen3.5-397b-a17b,0.0555555555555555
47,2451,130.3458845615387,7994,10445,0.030249,,0.95,qwen/qwen3.5-397b-a17b,0.1428571428571428
48,2221,134.55997347831726,8524,10745,0.032019,,0.95,qwen/qwen3.5-397b-a17b,0.0625
49,1847,158.38490962982178,9116,10963,0.02205177,,0.95,qwen/qwen3.5-397b-a17b,0.0689655172413793
50,2380,113.73474597930908,7439,9819,0.0282084,,0.95,qwen/qwen3.5-397b-a17b,0.024390243902439
51,2664,155.1094982624054,8982,11646,0.0339336,,0.95,qwen/qwen3.5-397b-a17b,0.0444444444444444
52,3128,161.21556401252747,8834,11962,0.02189148,,0.95,qwen/qwen3.5-397b-a17b,0.0
53,2253,164.97817087173462,8712,10965,0.032715,,0.95,qwen/qwen3.5-397b-a17b,0.088235294117647
54,2321,440.2477271556854,10565,12886,0.03825405,,0.95,qwen/qwen3.5-397b-a17b,0.024390243902439
55,1942,341.53443670272827,8362,10304,0.0303351,,0.95,qwen/qwen3.5-397b-a17b,0.1282051282051282
56,2213,151.88167190551758,8860,11073,0.02159547,,0.95,qwen/qwen3.5-397b-a17b,0.0
57,2155,397.0977599620819,7227,9382,0.02647975,,0.95,qwen/qwen3.5-397b-a17b,0.0
