index,score,judging_cost,score_Judge (gpt-5-nano),score_Judge (Qwen3.6-35B-A3B-FP8),score_Judge (DeepSeek-V4-Flash),legal_ref_sim,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,model,temperature,top_p,score_Judge (qwen3.6-35b-a3b)
72,0.2,0.00391935,0.2,0.4,0.2,0.1632653061224489,stop,3722.0,225.3836576938629,11046.0,14768.0,0.017070209,qwen/qwen3-235b-a22b-thinking-2507,,,
73,0.3,0.0039365,0.3,0.5,0.4,0.1395348837209302,stop,2561.0,252.5356764793396,13750.0,16311.0,0.0209391195,qwen/qwen3-235b-a22b-thinking-2507,,,
74,0.2,0.004783,0.3,0.3,0.2,0.15625,stop,2884.0,265.7456781864166,14423.0,17307.0,0.021993543,qwen/qwen3-235b-a22b-thinking-2507,,,
75,0.1,0.0043742,0.3,0.3,0.1,0.1075268817204301,stop,2439.0,105.99721026420592,7326.0,9765.0,0.01741077,qwen/qwen3-235b-a22b-thinking-2507,,,
76,0.3,0.0045808,0.8,0.5,0.3,0.1818181818181818,stop,3144.0,180.3423457145691,12686.0,15830.0,0.0390012,qwen/qwen3-235b-a22b-thinking-2507,,,
77,0.1,0.0046201,0.8,0.4,0.1,0.1325301204819277,stop,3144.0,248.03662204742432,13484.0,16628.0,0.020628608,qwen/qwen3-235b-a22b-thinking-2507,,,
78,0.2,0.0046899,0.4,0.4,0.2,0.4375,stop,4299.0,242.80109763145447,13285.0,17584.0,0.0205037755,qwen/qwen3-235b-a22b-thinking-2507,,,
79,0.0,0.00485665,0.4,0.2,0.0,0.217391304347826,stop,3156.0,184.5057849884033,10823.0,13979.0,0.016652207,qwen/qwen3-235b-a22b-thinking-2507,,,
80,0.2,0.00433985,0.5,0.4,0.2,0.1285714285714285,stop,3016.0,109.16281580924988,7763.0,10779.0,0.0285277,qwen/qwen3-235b-a22b-thinking-2507,,,
0,0.4,0.00478425,0.5,0.6,0.4,0.1612903225806451,stop,1989.0,154.42573308944702,9074.0,11063.0,0.0338598,qwen/qwen3.5-397b-a17b,0.6,0.95,
1,0.3,0.00400405,0.3,0.5,0.4,0.2195121951219512,stop,1575.0,114.48624300956726,8464.0,10039.0,0.0312579,qwen/qwen3.5-397b-a17b,0.6,0.95,
2,0.4,0.00435565,0.5,0.6,0.4,0.1333333333333333,stop,2306.0,59.89870738983154,7958.0,10264.0,0.0300324,qwen/qwen3.5-397b-a17b,0.6,0.95,
3,0.5,0.00448565,0.7,0.5,0.6,0.2826086956521739,stop,2779.0,55.20730423927307,7309.0,10088.0,0.0279798,qwen/qwen3.5-397b-a17b,0.6,0.95,
4,0.2,0.0038638,0.3,0.4,0.2,0.1935483870967742,stop,1456.0,124.73671507835388,9068.0,10524.0,0.0333728,qwen/qwen3.5-397b-a17b,0.6,0.95,
5,0.3,0.0053255,0.6,0.4,0.3,0.2413793103448276,stop,2367.0,149.64222979545593,9043.0,11410.0,0.02208375,qwen/qwen3.5-397b-a17b,0.6,0.95,
6,0.1,0.00676395,0.5,0.2,0.1,0.1,stop,2126.0,70.44439482688904,9005.0,11131.0,0.0326868,qwen/qwen3.5-397b-a17b,0.6,0.95,
7,0.2,0.00456655,1.0,0.5,0.2,0.2857142857142857,stop,1924.0,68.78258323669434,9464.0,11388.0,0.0352248,qwen/qwen3.5-397b-a17b,0.6,0.95,
8,0.4,0.0050433,0.4,0.6,0.4,0.1311475409836065,stop,2504.0,146.89889669418335,8789.0,11293.0,0.02154282,qwen/qwen3.5-397b-a17b,0.6,0.95,
9,0.3,0.0048461,0.3,0.7,0.3,0.2083333333333333,stop,3094.0,246.94449162483207,8974.0,12068.0,0.0283143,qwen/qwen3.5-397b-a17b,0.6,0.95,
10,0.3,0.00443675,0.3,0.3,0.3,0.1851851851851851,stop,1771.0,207.36503958702087,8532.0,10303.0,0.021585235,qwen/qwen3.5-397b-a17b,0.6,0.95,
11,0.3,0.00355575,0.3,0.7,0.3,0.1363636363636363,stop,1851.0,71.37635087966919,9143.0,10994.0,0.0340254,qwen/qwen3.5-397b-a17b,0.6,0.95,
12,0.6,0.00435385,0.8,0.6,0.6,0.3939393939393939,stop,1628.0,163.11407995224,6873.0,8501.0,0.01746563,qwen/qwen3.5-397b-a17b,0.6,0.95,
13,0.2,0.0048249,0.4,0.5,0.2,0.1538461538461538,stop,1426.0,144.35750079154968,8601.0,10027.0,0.02068248,qwen/qwen3.5-397b-a17b,0.6,0.95,
14,0.25,0.0043761,0.4,0.4,0.25,0.1076923076923077,stop,2187.0,114.1251413822174,9847.0,12034.0,0.0365427,qwen/qwen3.5-397b-a17b,0.6,0.95,
15,0.4,0.0048689,0.8,0.4,0.4,0.2115384615384615,stop,2538.0,135.19007563591003,8248.0,10786.0,0.0312156,qwen/qwen3.5-397b-a17b,0.6,0.95,
16,0.4,0.0041029,0.6,0.5,0.4,0.3714285714285714,stop,2163.0,81.86298632621765,7476.0,9639.0,0.0279951,qwen/qwen3.5-397b-a17b,0.6,0.95,
17,0.4,0.00473445,0.5,0.5,0.4,0.1555555555555555,stop,2236.0,72.20517015457153,8523.0,10759.0,0.0310603,qwen/qwen3.5-397b-a17b,0.6,0.95,
18,0.2,0.00488285,0.5,0.4,0.2,0.0579710144927536,stop,1900.0,133.19678497314453,8050.0,9950.0,0.019578,qwen/qwen3.5-397b-a17b,0.6,0.95,
19,0.3,0.00548425,0.4,0.5,0.3,0.2083333333333333,stop,2875.0,152.8585696220398,10044.0,12919.0,0.03673525,qwen/qwen3.5-397b-a17b,0.6,0.95,
20,0.2,0.0046066,0.2,0.3,0.2,0.2857142857142857,stop,2525.0,195.8289349079132,7380.0,9905.0,0.02327625,qwen/qwen3.5-397b-a17b,0.6,0.95,
21,0.3,0.0058787,0.5,0.4,0.3,0.2222222222222222,stop,2701.0,110.12821650505066,11142.0,13843.0,0.04048255,qwen/qwen3.5-397b-a17b,0.6,0.95,
22,0.3,0.0045688,0.3,0.3,0.4,0.1492537313432835,stop,1659.0,129.59161639213562,7472.0,9131.0,0.0278946,qwen/qwen3.5-397b-a17b,0.6,0.95,
23,0.3,0.00442435,0.4,0.5,0.3,0.173076923076923,stop,2630.0,147.04629778862,9053.0,11683.0,0.02220972,qwen/qwen3.5-397b-a17b,0.6,0.95,
24,0.3,0.0043818,0.3,0.5,0.3,0.2363636363636363,stop,1501.0,113.47677159309389,6678.0,8179.0,0.01621191,qwen/qwen3.5-397b-a17b,0.6,0.95,
25,0.5,0.00427205,0.9,0.7,0.5,0.171875,stop,2272.0,143.35008478164673,8721.0,10993.0,0.0327588,qwen/qwen3.5-397b-a17b,0.6,0.95,
26,0.3,0.00505015,0.4,0.6,0.3,0.1267605633802817,stop,2824.0,228.62200570106504,9155.0,11979.0,0.0287358,qwen/qwen3.5-397b-a17b,0.6,0.95,
27,0.2,0.00442045,0.3,0.4,0.2,0.1969696969696969,stop,2371.0,153.61456942558289,8821.0,11192.0,0.0331782,qwen/qwen3.5-397b-a17b,0.6,0.95,
28,0.1,0.00394705,0.4,0.4,0.1,0.06,stop,1036.0,131.99051547050476,7720.0,8756.0,0.01846884,qwen/qwen3.5-397b-a17b,0.6,0.95,
29,0.4,0.00549705,0.6,0.7,0.4,0.4583333333333333,stop,1647.0,117.00496077537537,7194.0,8841.0,0.01747629,qwen/qwen3.5-397b-a17b,0.6,0.95,
30,0.4,0.00394005,0.5,0.4,0.4,0.3043478260869565,stop,1285.0,114.1253583431244,6951.0,8236.0,0.01676649,qwen/qwen3.5-397b-a17b,0.6,0.95,
31,0.2,0.0042973,0.3,0.2,0.3,0.0612244897959183,stop,2427.0,269.23102259635925,1784.0,4211.0,0.005305195,qwen/qwen3.5-397b-a17b,0.6,0.95,
32,0.3,0.00381415,0.3,0.6,0.5,0.144927536231884,stop,1178.0,137.68376541137695,8357.0,9535.0,0.0298974,qwen/qwen3.5-397b-a17b,0.6,0.95,
33,0.2,0.00404425,0.6,0.4,0.2,0.2692307692307692,stop,1272.0,153.4668788909912,9007.0,10279.0,0.0331884,qwen/qwen3.5-397b-a17b,0.6,0.95,
34,0.3,0.00442565,0.7,0.5,0.3,0.0714285714285714,stop,2638.0,152.39013600349426,9355.0,11993.0,0.0352608,qwen/qwen3.5-397b-a17b,0.6,0.95,
35,0.4,0.00450555,0.8,0.5,0.4,0.25,stop,2909.0,107.61926007270812,6466.0,9375.0,0.025023,qwen/qwen3.5-397b-a17b,0.6,0.95,
36,0.2,0.00412325,0.5,0.4,0.2,0.064516129032258,stop,1834.0,151.1452066898346,9091.0,10925.0,0.033828,qwen/qwen3.5-397b-a17b,0.6,0.95,
37,0.2,0.0046971,0.3,0.6,0.2,0.1111111111111111,stop,2448.0,850.5603582859039,8380.0,10828.0,0.02147348,qwen/qwen3.5-397b-a17b,0.6,0.95,
38,0.3,0.00620655,0.6,0.4,0.3,0.1698113207547169,stop,2510.0,183.94500041008,10754.0,13264.0,0.0333915,qwen/qwen3.5-397b-a17b,0.6,0.95,
39,0.4,0.00433945,0.4,0.7,0.4,0.4285714285714285,stop,2113.0,165.81508207321167,9763.0,11876.0,0.0364146,qwen/qwen3.5-397b-a17b,0.6,0.95,
40,0.4,0.00498625,0.8,0.5,0.4,0.1647058823529411,stop,2945.0,146.20790719985962,8947.0,11892.0,0.0339762,qwen/qwen3.5-397b-a17b,0.6,0.95,
41,0.3,0.00500435,0.3,0.5,0.35,0.125,stop,2184.0,187.67003226280207,6781.0,8965.0,0.0213258,qwen/qwen3.5-397b-a17b,0.6,0.95,
42,0.3,0.00574825,0.7,0.4,0.3,0.1617647058823529,stop,1887.0,59.60492181777954,7043.0,8930.0,0.02568835,qwen/qwen3.5-397b-a17b,0.6,0.95,
43,0.3,0.00366545,0.4,0.5,0.3,0.1954022988505747,stop,1764.0,138.14164304733276,8521.0,10285.0,0.0206271,qwen/qwen3.5-397b-a17b,0.6,0.95,
44,0.3,0.005706,0.8,0.6,0.3,0.3571428571428571,stop,2133.0,149.47223138809204,7904.0,10037.0,0.02867075,qwen/qwen3.5-397b-a17b,0.6,0.95,
45,0.2,0.00467285,0.5,0.5,0.2,0.2051282051282051,stop,2684.0,86.07740545272827,8188.0,10872.0,0.0308188,qwen/qwen3.5-397b-a17b,0.6,0.95,
46,0.2,0.0044114,0.2,0.6,0.4,0.2203389830508474,stop,2872.0,208.18316435813904,7251.0,10123.0,0.0230454,qwen/qwen3.5-397b-a17b,0.6,0.95,
47,0.3,0.0067348,0.4,0.3,0.4,0.2253521126760563,stop,2603.0,167.9331419467926,10067.0,12670.0,0.037803,qwen/qwen3.5-397b-a17b,0.6,0.95,
48,0.5,0.00396,0.9,0.7,0.5,0.2444444444444444,stop,2373.0,142.02902221679688,8107.0,10480.0,0.030609,qwen/qwen3.5-397b-a17b,0.6,0.95,
49,0.7,0.0037907,0.8,0.7,0.7,0.391304347826087,stop,1999.0,100.622394323349,7570.0,9569.0,0.02759445,qwen/qwen3.5-397b-a17b,0.6,0.95,
50,0.3,0.0038439,0.4,0.5,0.3,0.1969696969696969,stop,2532.0,145.04674649238586,8512.0,11044.0,0.0311846,qwen/qwen3.5-397b-a17b,0.6,0.95,
51,0.2,0.004933,0.7,0.5,0.2,0.1875,stop,2816.0,128.25533032417297,10246.0,13062.0,0.0374098,qwen/qwen3.5-397b-a17b,0.6,0.95,
52,0.2,0.00479505,0.6,0.3,0.2,0.2222222222222222,stop,3280.0,138.77920937538147,8154.0,11434.0,0.0313224,qwen/qwen3.5-397b-a17b,0.6,0.95,
53,0.4,0.0051123,0.8,0.6,0.4,0.2698412698412698,stop,2405.0,100.63241982460022,9011.0,11416.0,0.02811525,qwen/qwen3.5-397b-a17b,0.6,0.95,
54,0.3,0.00502455,0.3,0.4,0.3,0.1616161616161616,stop,2473.0,75.96091270446777,8282.0,10755.0,0.03034715,qwen/qwen3.5-397b-a17b,0.6,0.95,
55,0.3,0.0056129,0.7,0.6,0.3,0.203125,stop,2094.0,130.1662585735321,7597.0,9691.0,0.01859364,qwen/qwen3.5-397b-a17b,0.6,0.95,
56,0.2,0.004576,0.3,0.3,0.2,0.2133333333333333,stop,2365.0,794.622359752655,10796.0,13161.0,0.027360725,qwen/qwen3.5-397b-a17b,0.6,0.95,
57,0.3,0.00488225,0.4,0.5,0.3,0.0925925925925925,stop,2307.0,136.92116737365723,8285.0,10592.0,0.02028663,qwen/qwen3.5-397b-a17b,0.6,0.95,
58,0.2,0.00450235,0.2,0.5,0.5,0.108433734939759,stop,2351.0,158.00999641418457,9631.0,11982.0,0.0360822,qwen/qwen3.5-397b-a17b,0.6,0.95,
59,0.4,0.0048004,0.6,0.6,0.4,0.1694915254237288,stop,2320.0,87.30392575263977,7018.0,9338.0,0.0264248,qwen/qwen3.5-397b-a17b,0.6,0.95,
60,0.3,0.0045997,0.3,0.5,0.4,0.1388888888888889,stop,2882.0,148.3172791004181,8907.0,11789.0,0.0337944,qwen/qwen3.5-397b-a17b,0.6,0.95,
61,0.3,0.00428175,0.3,0.4,0.3,0.25,stop,2035.0,305.9321553707123,10465.0,12500.0,0.03231075,qwen/qwen3.5-397b-a17b,0.6,0.95,
62,0.2,0.0052405,0.5,0.6,0.2,0.1320754716981132,stop,3806.0,156.45840191841123,9183.0,12989.0,0.0353424,qwen/qwen3.5-397b-a17b,0.6,0.95,
63,0.2,0.00400775,0.6,0.5,0.2,0.4848484848484848,stop,2957.0,135.4974901676178,11287.0,14244.0,0.05300925,qwen/qwen3.5-397b-a17b,0.6,0.95,
64,0.4,0.00409455,0.7,0.6,0.4,0.1529411764705882,stop,2145.0,680.4126794338226,8096.0,10241.0,0.020661025,qwen/qwen3.5-397b-a17b,0.6,0.95,
65,0.0,0.0038231,0.0,0.2,0.2,0.1805555555555555,stop,2087.0,222.8385443687439,7948.0,10035.0,0.02478315,qwen/qwen3.5-397b-a17b,0.6,0.95,
66,0.0,0.0038193,0.0,0.3,0.1,0.0925925925925925,stop,1576.0,135.464839220047,8293.0,9869.0,0.0308004,qwen/qwen3.5-397b-a17b,0.6,0.95,
67,0.4,0.00550925,0.4,0.5,0.4,0.2058823529411764,stop,2109.0,132.05608129501343,8007.0,10116.0,0.02918445,qwen/qwen3.5-397b-a17b,0.6,0.95,
68,0.4,0.0051526,0.9,0.7,0.4,0.0821917808219178,stop,2598.0,173.80791926383972,8429.0,11027.0,0.0309304,qwen/qwen3.5-397b-a17b,0.6,0.95,
69,0.2,0.00367225,0.2,0.3,0.2,0.1428571428571428,stop,2452.0,63.67687058448792,7805.0,10257.0,0.0295692,qwen/qwen3.5-397b-a17b,0.6,0.95,
70,0.1,0.00585415,0.8,0.5,0.1,0.0963855421686747,stop,2171.0,66.98318386077881,9047.0,11218.0,0.0338718,qwen/qwen3.5-397b-a17b,0.6,0.95,
71,0.2,0.00392655,0.2,0.3,0.2,0.1071428571428571,stop,2187.0,157.2944533824921,9417.0,11604.0,0.03416235,qwen/qwen3.5-397b-a17b,0.6,0.95,
72,0.3,0.0042528,0.3,0.4,0.3,0.2954545454545454,stop,3184.0,137.57724571228027,8566.0,11750.0,0.0271308,qwen/qwen3.5-397b-a17b,0.6,0.95,
73,0.6,0.0046111,0.8,0.6,0.6,0.2261904761904762,stop,2248.0,263.98984575271606,9377.0,11625.0,0.0291426,qwen/qwen3.5-397b-a17b,0.6,0.95,
74,0.3,0.00501185,0.5,0.5,0.3,0.2307692307692307,stop,2480.0,669.9560406208038,10025.0,12505.0,0.02551605,qwen/qwen3.5-397b-a17b,0.6,0.95,
75,0.3,0.00462425,0.5,0.5,0.3,0.1363636363636363,stop,2107.0,123.75328063964844,7670.0,9777.0,0.01876953,qwen/qwen3.5-397b-a17b,0.6,0.95,
76,0.3,0.00501095,0.9,0.65,0.3,0.2580645161290322,stop,2623.0,99.1744191646576,8019.0,10642.0,0.03805275,qwen/qwen3.5-397b-a17b,0.6,0.95,
77,0.4,0.00447555,0.8,0.6,0.4,0.1351351351351351,stop,2657.0,114.2112956047058,8573.0,11230.0,0.0321913,qwen/qwen3.5-397b-a17b,0.6,0.95,
78,0.2,0.0045594,0.3,0.4,0.2,0.2941176470588235,stop,3622.0,111.63783025741576,8989.0,12611.0,0.043167,qwen/qwen3.5-397b-a17b,0.6,0.95,
79,0.1,0.0047378,0.7,0.6,0.1,0.2558139534883721,stop,2673.0,578.2461659908295,7273.0,9946.0,0.018847955,qwen/qwen3.5-397b-a17b,0.6,0.95,
80,0.3,0.0044301,0.7,0.6,0.3,0.2222222222222222,stop,2539.0,140.61249351501465,8600.0,11139.0,0.0324834,qwen/qwen3.5-397b-a17b,0.6,0.95,
0,0.4,0.0048184,0.5,0.6,0.4,0.1929824561403508,stop,1989.0,157.65644121170044,9369.0,11358.0,0.02000466,qwen/qwen3.5-122b-a10b,0.6,0.95,
1,0.2,0.0030428,0.2,0.4,0.3,0.1578947368421052,stop,1575.0,142.77812910079956,7850.0,9425.0,0.02575,qwen/qwen3.5-122b-a10b,0.6,0.95,
2,0.2,0.0045537,0.5,0.3,0.2,0.2631578947368421,stop,2306.0,106.27788138389587,9434.0,11740.0,0.02022228,qwen/qwen3.5-122b-a10b,0.6,0.95,
3,0.3,0.00426785,0.4,0.5,0.3,0.1777777777777777,stop,2779.0,132.6959195137024,7337.0,10116.0,0.0184425,qwen/qwen3.5-122b-a10b,0.6,0.95,
4,0.2,0.005139,0.3,0.4,0.2,0.0833333333333333,stop,1456.0,89.15051603317261,7921.0,9377.0,0.01685424,qwen/qwen3.5-122b-a10b,0.6,0.95,
5,0.3,0.0034411,0.6,0.4,0.3,0.1607142857142857,stop,2367.0,154.47355198860168,9177.0,11544.0,0.01970358,qwen/qwen3.5-122b-a10b,0.6,0.95,
6,0.1,0.0035583,0.2,0.1,0.1,0.0735294117647058,stop,2126.0,76.73268842697144,6833.0,8959.0,0.0147654,qwen/qwen3.5-122b-a10b,0.6,0.95,
7,0.2,0.00396305,0.4,0.5,0.2,0.3783783783783784,stop,1924.0,111.52807998657228,9926.0,11850.0,0.02114632,qwen/qwen3.5-122b-a10b,0.6,0.95,
8,0.3,0.0051556,0.6,0.4,0.3,0.0689655172413793,stop,2504.0,123.23305439949036,6995.0,9499.0,0.0233856,qwen/qwen3.5-122b-a10b,0.6,0.95,
9,0.2,0.0044305,0.3,0.5,0.2,0.1111111111111111,stop,3094.0,106.2237617969513,9325.0,12419.0,0.02020044,qwen/qwen3.5-122b-a10b,0.6,0.95,
10,0.4,0.0034399,0.6,0.5,0.4,0.1481481481481481,stop,1771.0,135.63956809043884,8987.0,10758.0,0.01915342,qwen/qwen3.5-122b-a10b,0.6,0.95,
11,0.1,0.0042002,0.6,0.2,0.1,0.15625,stop,1851.0,140.6139304637909,8235.0,10086.0,0.0203193,qwen/qwen3.5-122b-a10b,0.6,0.95,
12,0.5,0.003498,0.7,0.7,0.5,0.2903225806451613,stop,1628.0,117.3966829776764,7783.0,9411.0,0.01661192,qwen/qwen3.5-122b-a10b,0.6,0.95,
13,0.2,0.00412935,0.2,0.2,0.2,0.0617283950617283,stop,1426.0,131.55921244621277,7907.0,9333.0,0.0194046,qwen/qwen3.5-122b-a10b,0.6,0.95,
14,0.1,0.0044724,0.4,0.3,0.1,0.1147540983606557,stop,2187.0,90.57813048362732,7630.0,9817.0,0.0252908,qwen/qwen3.5-122b-a10b,0.6,0.95,
15,0.2,0.00424055,0.2,0.3,0.3,0.1509433962264151,stop,2538.0,101.9164855480194,8235.0,10773.0,0.0205254,qwen/qwen3.5-122b-a10b,0.6,0.95,
16,0.2,0.00442445,0.5,0.4,0.2,0.2571428571428571,stop,2163.0,72.96139597892761,8807.0,10970.0,0.01888094,qwen/qwen3.5-122b-a10b,0.6,0.95,
17,0.4,0.00439365,0.4,0.5,0.4,0.1363636363636363,stop,2236.0,134.5844793319702,9880.0,12116.0,0.0325104,qwen/qwen3.5-122b-a10b,0.6,0.95,
18,0.2,0.00389775,0.3,0.4,0.2,0.088235294117647,stop,1900.0,111.78574323654176,7731.0,9631.0,0.01657448,qwen/qwen3.5-122b-a10b,0.6,0.95,
19,0.4,0.00487695,0.4,0.5,0.4,0.1627906976744186,stop,2875.0,150.03598284721377,10386.0,13261.0,0.0343852,qwen/qwen3.5-122b-a10b,0.6,0.95,
20,0.1,0.00369635,0.3,0.2,0.1,0.225,stop,2525.0,124.1655068397522,8396.0,10921.0,0.01812018,qwen/qwen3.5-122b-a10b,0.6,0.95,
21,0.4,0.00456935,0.5,0.6,0.4,0.22,stop,2701.0,138.9371256828308,10027.0,12728.0,0.0331668,qwen/qwen3.5-122b-a10b,0.6,0.95,
22,0.2,0.0038751,0.3,0.3,0.2,0.0985915492957746,stop,1659.0,100.68371415138245,6927.0,8586.0,0.0148395,qwen/qwen3.5-122b-a10b,0.6,0.95,
23,0.4,0.0054728,0.5,0.6,0.4,0.14,stop,2630.0,77.84424209594727,9573.0,12203.0,0.02059564,qwen/qwen3.5-122b-a10b,0.6,0.95,
24,0.3,0.0036876,0.3,0.4,0.4,0.1454545454545454,stop,1501.0,80.79475593566895,5788.0,7289.0,0.0143415,qwen/qwen3.5-122b-a10b,0.6,0.95,
25,0.2,0.0043068,0.3,0.4,0.2,0.1129032258064516,stop,2272.0,58.89788556098938,6793.0,9065.0,0.01472016,qwen/qwen3.5-122b-a10b,0.6,0.95,
26,0.3,0.00457425,0.4,0.4,0.3,0.0735294117647058,stop,2824.0,121.94185495376588,8812.0,11636.0,0.021996,qwen/qwen3.5-122b-a10b,0.6,0.95,
27,0.2,0.00419945,0.2,0.3,0.3,0.203125,stop,2371.0,183.05700087547305,11853.0,14224.0,0.0252707,qwen/qwen3.5-122b-a10b,0.6,0.95,
28,0.2,0.00381675,0.4,0.4,0.2,0.1111111111111111,stop,1036.0,103.08761596679688,6824.0,7860.0,0.01446328,qwen/qwen3.5-122b-a10b,0.6,0.95,
29,0.2,0.00340415,0.2,0.4,0.2,0.391304347826087,stop,1647.0,85.33822250366211,7125.0,8772.0,0.0175941,qwen/qwen3.5-122b-a10b,0.6,0.95,
30,0.2,0.003637,0.3,0.5,0.2,0.12,stop,1285.0,112.37044215202332,7259.0,8544.0,0.01543282,qwen/qwen3.5-122b-a10b,0.6,0.95,
31,0.2,0.003974,0.5,0.2,0.2,0.0961538461538461,stop,2020.0,93.54798007011414,9951.0,11971.0,0.02122328,qwen/qwen3.5-122b-a10b,0.6,0.95,
32,0.1,0.0037181,0.5,0.4,0.1,0.0923076923076923,stop,1178.0,94.72388315200806,7291.0,8469.0,0.0238024,qwen/qwen3.5-122b-a10b,0.6,0.95,
33,0.1,0.00388995,0.2,0.2,0.1,0.1111111111111111,stop,1272.0,119.45185828208923,7511.0,8783.0,0.0159536,qwen/qwen3.5-122b-a10b,0.6,0.95,
34,0.1,0.00419225,0.4,0.5,0.1,0.0425531914893617,stop,2638.0,105.85696291923524,8383.0,11021.0,0.0209106,qwen/qwen3.5-122b-a10b,0.6,0.95,
35,0.2,0.00463705,0.7,0.4,0.2,0.1034482758620689,stop,2909.0,103.38107776641846,7906.0,10815.0,0.0264628,qwen/qwen3.5-122b-a10b,0.6,0.95,
36,0.3,0.00421185,0.4,0.3,0.4,0.0545454545454545,stop,1834.0,95.17198729515076,7118.0,8952.0,0.0176334,qwen/qwen3.5-122b-a10b,0.6,0.95,
37,0.3,0.005915,0.3,0.6,0.3,0.09375,stop,2448.0,154.6602282524109,9690.0,12138.0,0.02079168,qwen/qwen3.5-122b-a10b,0.6,0.95,
38,0.2,0.0037377,0.4,0.4,0.2,0.0384615384615384,stop,2510.0,151.72889065742493,10205.0,12715.0,0.03366,qwen/qwen3.5-122b-a10b,0.6,0.95,
39,0.4,0.00474085,0.4,0.7,0.4,0.3461538461538461,stop,2113.0,116.88806009292604,7265.0,9378.0,0.01566058,qwen/qwen3.5-122b-a10b,0.6,0.95,
40,0.1,0.00455855,0.3,0.4,0.1,0.127906976744186,stop,2945.0,154.809166431427,10194.0,13139.0,0.0253491,qwen/qwen3.5-122b-a10b,0.6,0.95,
41,0.3,0.00420925,0.4,0.5,0.3,0.1272727272727272,stop,2184.0,124.38110542297365,9036.0,11220.0,0.0297888,qwen/qwen3.5-122b-a10b,0.6,0.95,
42,0.3,0.00436695,0.3,0.3,0.3,0.1176470588235294,stop,1887.0,136.60812497138977,8338.0,10225.0,0.0205773,qwen/qwen3.5-122b-a10b,0.6,0.95,
43,0.2,0.0041293,0.3,0.3,0.2,0.1547619047619047,stop,1764.0,163.69829940795898,10415.0,12179.0,0.02212184,qwen/qwen3.5-122b-a10b,0.6,0.95,
44,0.3,0.00474835,0.6,0.6,0.3,0.2333333333333333,stop,2133.0,130.0340919494629,8283.0,10416.0,0.01778322,qwen/qwen3.5-122b-a10b,0.6,0.95,
45,0.2,0.00484815,0.6,0.4,0.2,0.0975609756097561,stop,2684.0,243.10701084136963,19529.0,22213.0,0.0476748,qwen/qwen3.5-122b-a10b,0.6,0.95,
46,0.35,0.00427505,0.4,0.5,0.35,0.1272727272727272,stop,2872.0,112.23709607124329,7173.0,10045.0,0.01566656,qwen/qwen3.5-122b-a10b,0.6,0.95,
47,0.2,0.0052882,0.5,0.4,0.2,0.1126760563380281,stop,2603.0,93.85716080665588,10246.0,12849.0,0.02198846,qwen/qwen3.5-122b-a10b,0.6,0.95,
48,0.4,0.0045137,0.6,0.5,0.4,0.1555555555555555,stop,2373.0,97.33212232589722,10430.0,12803.0,0.02231138,qwen/qwen3.5-122b-a10b,0.6,0.95,
49,0.3,0.00424805,0.5,0.7,0.3,0.3958333333333333,stop,1999.0,136.05554270744324,8537.0,10536.0,0.0182767,qwen/qwen3.5-122b-a10b,0.6,0.95,
50,0.2,0.0048601,0.2,0.5,0.2,0.1587301587301587,stop,2532.0,103.46702647209167,10962.0,13494.0,0.02345928,qwen/qwen3.5-122b-a10b,0.6,0.95,
51,0.2,0.00484615,0.5,0.5,0.2,0.1639344262295081,stop,2816.0,82.09122228622437,9150.0,11966.0,0.01976416,qwen/qwen3.5-122b-a10b,0.6,0.95,
52,0.3,0.0041199,0.6,0.4,0.3,0.18,stop,3280.0,95.3271758556366,11095.0,14375.0,0.0239304,qwen/qwen3.5-122b-a10b,0.6,0.95,
53,0.2,0.0044957,0.2,0.4,0.2,0.171875,stop,2405.0,164.3315896987915,10021.0,12426.0,0.02146898,qwen/qwen3.5-122b-a10b,0.6,0.95,
54,0.2,0.0047411,0.4,0.4,0.2,0.173469387755102,stop,2473.0,81.77318358421326,9740.0,12213.0,0.02090218,qwen/qwen3.5-122b-a10b,0.6,0.95,
55,0.3,0.00469905,0.4,0.4,0.3,0.125,stop,2094.0,125.62000131607056,8925.0,11019.0,0.0220482,qwen/qwen3.5-122b-a10b,0.6,0.95,
56,0.3,0.0048514,0.4,0.3,0.3,0.1842105263157894,stop,2365.0,89.55119347572327,9274.0,11639.0,0.01990482,qwen/qwen3.5-122b-a10b,0.6,0.95,
57,0.1,0.00530785,0.7,0.4,0.1,0.0909090909090909,stop,2307.0,91.7440345287323,6507.0,8814.0,0.0163089,qwen/qwen3.5-122b-a10b,0.6,0.95,
58,0.3,0.0044862,0.4,0.5,0.3,0.1,stop,2351.0,124.41771125793456,9878.0,12229.0,0.0244125,qwen/qwen3.5-122b-a10b,0.6,0.95,
59,0.2,0.0044936,0.4,0.4,0.2,0.2295081967213114,stop,2320.0,122.63352108001708,7745.0,10065.0,0.0167128,qwen/qwen3.5-122b-a10b,0.6,0.95,
60,0.4,0.00427875,0.4,0.5,0.4,0.0547945205479452,stop,2882.0,110.95594239234924,9607.0,12489.0,0.02073188,qwen/qwen3.5-122b-a10b,0.6,0.95,
61,0.3,0.0049453,0.3,0.3,0.3,0.1724137931034483,stop,2035.0,150.79894280433655,8321.0,10356.0,0.0274412,qwen/qwen3.5-122b-a10b,0.6,0.95,
