index,score,judging_cost,score_Judge (gpt-5-nano),score_Judge (Qwen3.6-35B-A3B-FP8),score_Judge (DeepSeek-V4-Flash),legal_ref_sim,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temperature,top_p,model,score_Judge (qwen3.6-35b-a3b)
64,0.1,,0.2,,0.1,0.0813953488372093,stop,20189.0,62.34581255912781,3540.0,23729.0,0.00260632,,,qwen/qwen3-32b,0.1
65,0.1,,0.2,,0.1,0.0714285714285714,stop,8626.0,117.64130759239195,3030.0,11656.0,0.0017716,,,qwen/qwen3-32b,0.2
66,0.1,,0.1,,0.1,0.0217391304347826,stop,3975.0,41.29402232170105,2502.0,6477.0,0.00101856,,,qwen/qwen3-32b,0.1
67,0.1,,0.2,,0.1,0.0634920634920634,stop,3482.0,107.64502549171448,3215.0,6697.0,0.0013127,,,qwen/qwen3-32b,0.2
68,0.1,,0.5,,0.1,0.0136986301369863,stop,17960.0,61.11297559738159,3563.0,21523.0,0.00243444,,,qwen/qwen3-32b,0.1
69,0.0,,0.1,,0.1,0.0512820512820512,stop,5295.0,68.71553421020508,4185.0,9480.0,0.0015954,,,qwen/qwen3-32b,0.0
70,0.1,,0.2,,0.1,0.0384615384615384,stop,15188.0,45.3157901763916,4257.0,19445.0,0.003350464,,,qwen/qwen3-32b,0.1
71,0.1,,0.4,,0.2,0.1,stop,5134.0,240.49465322494507,4702.0,9836.0,0.001924,,,qwen/qwen3-32b,0.1
72,0.1,,0.1,,0.1,0.0975609756097561,stop,7707.0,204.63608121871948,5972.0,13679.0,0.00448302,,,qwen/qwen3-32b,0.2
73,0.0,,0.0,,0.0,0.0135135135135135,stop,19498.0,37.85488533973694,2050.0,21548.0,0.00213384,,,qwen/qwen3-32b,0.1
74,0.0,,0.0,,0.0,0.0344827586206896,stop,5391.0,63.14028263092041,3746.0,9137.0,0.00148016,,,qwen/qwen3-32b,0.0
75,0.0,,0.0,,0.0,0.0227272727272727,stop,3854.0,250.6301820278168,13443.0,17297.0,0.00407236,,,qwen/qwen3-32b,0.0
76,0.0,,0.2,,0.0,0.1666666666666666,stop,6305.0,250.38720679283145,4653.0,10958.0,0.00353491,,,qwen/qwen3-32b,0.0
77,0.2,,0.2,,0.2,0.0833333333333333,stop,20827.0,55.88715314865112,4942.0,25769.0,0.00422188,,,qwen/qwen3-32b,0.2
78,0.1,,0.4,,0.1,0.2,stop,8179.0,293.9544472694397,3792.0,11971.0,0.0019555,,,qwen/qwen3-32b,0.2
79,0.1,,0.4,,0.1,0.1136363636363636,stop,6430.0,306.02606225013733,4299.0,10729.0,0.0019327,,,qwen/qwen3-32b,0.2
80,0.0,,0.0,,0.2,0.0655737704918032,stop,6568.0,108.36943817138672,5078.0,11646.0,0.00194728,,,qwen/qwen3-32b,0.1
0,0.3,,0.7,,0.3,0.1206896551724138,stop,10052.0,156.33762907981873,9517.0,19569.0,0.0378329,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
1,0.3,,0.3,,0.3,0.1304347826086956,stop,3071.0,297.2791712284088,11194.0,14265.0,0.0171941445,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
2,0.3,,0.7,,0.3,0.1555555555555555,stop,10798.0,242.60776233673096,13416.0,24214.0,0.0518151,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
3,0.2,,0.6,,0.2,0.217391304347826,stop,4812.0,237.719387292862,13141.0,17953.0,0.0481589,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
4,0.1,,0.2,,0.1,0.0746268656716417,stop,3768.0,106.6791286468506,6699.0,10467.0,0.01627434,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
5,0.4,,0.5,,0.4,0.1964285714285714,stop,15159.0,299.1274564266205,11752.0,26911.0,0.0198355105,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
6,0.2,,0.2,,0.2,0.1159420289855072,stop,21652.0,259.5955984592438,8868.0,30520.0,0.016494634,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
7,0.3,,0.3,,0.3,0.3055555555555556,stop,4027.0,219.92644214630127,9414.0,13441.0,0.0146759665,,,qwen/qwen3-235b-a22b-thinking-2507,0.6
8,0.3,,0.4,,0.3,0.0363636363636363,stop,9495.0,291.0357828140259,10418.0,19913.0,0.0169944125,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
9,0.1,,0.3,,0.1,0.1666666666666666,stop,9927.0,297.2260389328003,11834.0,21761.0,0.0191759165,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
10,0.1,,0.2,,0.1,0.1714285714285714,stop,3056.0,207.8682816028595,5271.0,8327.0,0.0167298,,,qwen/qwen3-235b-a22b-thinking-2507,0.1
11,0.1,,0.2,,0.1,0.05,stop,20239.0,292.0119597911835,6200.0,26439.0,0.0246717,,,qwen/qwen3-235b-a22b-thinking-2507,0.1
12,0.4,,0.6,,0.4,0.28125,stop,10271.0,207.6562187671661,9947.0,20218.0,0.02524043,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
13,0.2,,0.6,,0.2,0.075,stop,15301.0,338.1531431674957,12877.0,28178.0,0.0215386145,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
14,0.1,,0.2,,0.1,0.0461538461538461,stop,5306.0,297.17285776138306,12451.0,17757.0,0.019407492,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
15,0.3,,0.8,,0.3,0.081967213114754,stop,4319.0,324.95153045654297,15871.0,20190.0,0.0489087,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
16,0.1,,0.3,,0.1,0.2051282051282051,stop,3976.0,199.57547783851624,10251.0,14227.0,0.0376677,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
17,0.3,,0.6,,0.35,0.0909090909090909,stop,28423.0,230.3706021308899,11981.0,40404.0,0.03409359,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
18,0.2,,0.4,,0.2,0.027027027027027,stop,6585.0,188.64232921600345,8652.0,15237.0,0.0139191975,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
19,0.1,,0.3,,0.1,0.125,stop,4830.0,192.21139883995056,10123.0,14953.0,0.0243938,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
20,0.2,,0.4,,0.2,0.2,stop,7217.0,262.74591970443726,10547.0,17764.0,0.0168467065,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
21,0.3,,0.4,,0.3,0.2156862745098039,stop,5903.0,245.47895622253407,13028.0,18931.0,0.03132209,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
22,0.1,,0.3,,0.2,0.1176470588235294,stop,3469.0,215.3869621753693,9169.0,12638.0,0.0142262705,,,qwen/qwen3-235b-a22b-thinking-2507,0.1
23,0.1,,0.2,,0.1,0.1785714285714285,stop,6426.0,255.759905576706,11705.0,18131.0,0.018459662,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
24,0.2,,0.4,,0.2,0.1228070175438596,stop,22924.0,236.5528609752655,11948.0,34872.0,0.0521338,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
25,0.1,,0.1,,0.1,0.0,stop,23382.0,460.7024028301239,5085.0,28467.0,0.0222696,,,qwen/qwen3-235b-a22b-thinking-2507,0.1
26,0.2,,0.4,,0.2,0.08,stop,12272.0,326.5795133113861,14227.0,26499.0,0.023104029,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
27,0.1,,0.2,,0.1,0.1095890410958904,stop,5203.0,453.4385664463043,18844.0,24047.0,0.0289496285,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
28,0.1,,0.3,,0.1,0.075,stop,4633.0,138.16354846954346,6998.0,11631.0,0.0111546435,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
29,0.1,,0.3,,0.1,0.4545454545454545,stop,10786.0,255.629677772522,10599.0,21385.0,0.017458012,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
30,0.3,,0.6,,0.3,0.1935483870967742,stop,2711.0,200.30760312080383,9997.0,12708.0,0.0153508095,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
31,0.2,,0.4,,0.2,0.14,stop,5728.0,233.9244191646576,11074.0,16802.0,0.02678764,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
32,0.4,,0.5,,0.4,0.0588235294117647,stop,2458.0,194.9146704673767,8739.0,11197.0,0.02066504,,,qwen/qwen3-235b-a22b-thinking-2507,
33,0.2,,0.3,,0.2,0.0925925925925925,stop,2706.0,136.1016881465912,5646.0,8352.0,0.01360818,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
34,0.3,,0.7,,0.3,0.0638297872340425,stop,20500.0,323.2220735549927,13412.0,33912.0,0.02311569,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
35,0.3,,0.4,,0.3,0.123076923076923,stop,5779.0,245.2694301605225,11659.0,17438.0,0.0182941655,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
36,0.2,,0.4,,0.2,0.0689655172413793,stop,13055.0,163.50241422653198,10851.0,23906.0,0.02795995,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
37,0.2,,0.2,,0.2,0.0736842105263157,stop,4734.0,180.0341498851776,9579.0,14313.0,0.015028338,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
38,0.1,,0.3,,0.1,0.0363636363636363,stop,10269.0,634.9191088676453,9274.0,19543.0,0.0309027,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
39,0.3,,0.3,,0.4,0.2142857142857142,stop,3255.0,212.8243193626404,10363.0,13618.0,0.0159793075,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
40,0.1,,0.4,,0.1,0.1111111111111111,stop,11047.0,260.76104283332825,16955.0,28002.0,0.04153731,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
41,0.2,,0.3,,0.2,0.1379310344827586,stop,18676.0,161.34917402267456,10693.0,29369.0,0.0458297,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
42,0.1,,0.2,,0.1,0.1692307692307692,stop,5128.0,134.01899981498718,7170.0,12298.0,0.011485786,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
43,0.1,,0.2,,0.1,0.0930232558139534,stop,4681.0,180.8808624744416,9475.0,14156.0,0.0148649345,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
44,0.1,,0.1,,0.2,0.2333333333333333,stop,3815.0,176.53990697860718,11329.0,15144.0,0.02693415,,,qwen/qwen3-235b-a22b-thinking-2507,0.6
45,0.3,,0.3,,0.3,0.0697674418604651,stop,5788.0,176.99599814414978,9972.0,15760.0,0.015773446,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
46,0.1,,0.4,,0.1,0.0526315789473684,stop,6455.0,138.31986331939697,7726.0,14181.0,0.0125153925,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
47,0.1,,0.3,,0.1,0.0972222222222222,stop,4727.0,181.22569942474365,10478.0,15205.0,0.02518661,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
48,0.0,,0.7,,0.0,0.1428571428571428,stop,4477.0,216.52578926086423,12143.0,16620.0,0.04451515,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
49,0.3,,0.5,,0.3,0.2708333333333333,stop,5310.0,114.53323245048524,7215.0,12525.0,0.0178158,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
50,0.1,,0.2,,0.1,0.106060606060606,stop,19540.0,229.82236790657043,12223.0,31763.0,0.021194615,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
51,0.3,,0.5,,0.3,0.1515151515151515,stop,12769.0,188.1688995361328,8732.0,21501.0,0.03630805,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
52,0.1,,0.3,,0.1,0.1521739130434782,stop,4501.0,127.724956035614,6013.0,10514.0,0.02307095,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
53,0.3,,0.5,,0.3,0.1142857142857142,stop,5074.0,335.8266153335572,14752.0,19826.0,0.03509662,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
54,0.1,,0.4,,0.1,0.110091743119266,stop,5338.0,292.6484808921814,12447.0,17785.0,0.02985584,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
55,0.3,,0.7,,0.3,0.1129032258064516,stop,15297.0,267.28761744499207,11221.0,26518.0,0.02932661,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
56,0.25,,0.3,,0.25,0.1351351351351351,stop,7388.0,225.83874940872192,11214.0,18602.0,0.017869436,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
57,0.1,,0.5,,0.1,0.0925925925925925,stop,7131.0,221.21710085868835,11203.0,18334.0,0.0178145695,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
58,0.2,,0.3,,0.2,0.0476190476190476,stop,17876.0,250.7601182460785,10830.0,28706.0,0.0459492,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
59,0.2,,0.5,,0.2,0.1296296296296296,stop,7606.0,151.8105330467224,7951.0,15557.0,0.013023842,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
60,0.2,,0.2,,0.2,0.0769230769230769,stop,5289.0,151.440664768219,8039.0,13328.0,0.0128090105,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
61,0.2,,0.2,,0.25,0.15625,stop,10305.0,218.105085849762,11295.0,21600.0,0.0184266225,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
62,0.1,,0.3,,0.1,0.0980392156862745,stop,7098.0,310.4045088291168,14433.0,21531.0,0.022638486,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
63,0.2,,0.2,,0.3,0.3095238095238095,stop,5714.0,278.20621275901794,13932.0,19646.0,0.021682583,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
64,0.1,,0.4,,0.1,0.146067415730337,stop,20193.0,206.89875507354736,9777.0,29970.0,0.0176354685,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
65,0.1,,0.4,,0.1,0.144927536231884,stop,8630.0,210.0069510936737,10195.0,18825.0,0.01653171,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
66,0.1,,0.2,,0.1,0.0545454545454545,stop,3979.0,199.56424522399905,10386.0,14365.0,0.0161219305,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
67,0.2,,0.3,,0.2,0.144927536231884,stop,3486.0,270.20113492012024,14239.0,17725.0,0.021808462,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
68,0.4,,0.4,,0.4,0.056338028169014,stop,17964.0,213.55294346809387,10484.0,28448.0,0.018359198,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
69,0.1,,0.3,,0.1,0.1627906976744186,stop,5299.0,167.83439111709595,8558.0,13857.0,0.0135864105,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
70,0.3,,0.4,,0.3,0.1012658227848101,stop,15184.0,164.1386730670929,10990.0,26174.0,0.02876932,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
71,0.0,,0.0,,0.1,0.1052631578947368,stop,5138.0,211.59277844429016,11255.0,16393.0,0.017594356,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
72,0.2,,0.2,,0.3,0.1632653061224489,stop,7707.0,290.13779306411743,13935.0,21642.0,0.0219850215,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
73,0.2,,0.2,,0.5,0.0853658536585365,stop,19497.0,174.58376955986023,10346.0,29843.0,0.04498465,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
74,0.1,,0.4,,0.1,0.1694915254237288,stop,5395.0,230.8884913921356,11928.0,17323.0,0.0186389125,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
75,0.2,,0.4,,0.2,0.1313131313131313,stop,3858.0,195.60848546028137,10323.0,14181.0,0.016009656,,,qwen/qwen3-235b-a22b-thinking-2507,0.3
76,0.0,,0.3,,0.0,0.2285714285714285,stop,6305.0,173.16576051712036,9190.0,15495.0,0.0146816475,,,qwen/qwen3-235b-a22b-thinking-2507,0.5
77,0.2,,0.3,,0.2,0.1139240506329113,stop,20823.0,227.77393412590027,11867.0,32690.0,0.03208339,,,qwen/qwen3-235b-a22b-thinking-2507,0.4
78,0.1,,0.2,,0.1,0.2857142857142857,stop,8179.0,210.55552220344543,6390.0,14569.0,0.0216237,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
79,0.0,,0.0,,0.1,0.1458333333333333,stop,6430.0,215.2981345653534,11280.0,17710.0,0.0274229,,,qwen/qwen3-235b-a22b-thinking-2507,0.2
80,0.25,,0.4,,0.25,0.1034482758620689,stop,6568.0,199.5568664073944,10348.0,16916.0,0.02531104,,,qwen/qwen3-235b-a22b-thinking-2507,0.6
0,0.3,,0.8,,0.3,0.135593220338983,stop,11555.0,764.0813655853271,8765.0,20320.0,0.023752845,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
1,0.2,,0.3,,0.2,0.1621621621621621,stop,8563.0,149.19456577301025,9166.0,17729.0,0.02478801,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
2,0.3,,0.4,,0.3,0.2777777777777778,stop,8008.0,126.52920746803284,7768.0,15776.0,0.0315924,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
3,0.3,,0.6,,0.3,0.2340425531914893,stop,3941.0,135.61599969863892,8488.0,12429.0,0.02139891,0.6,0.95,qwen/qwen3.5-397b-a17b,0.7
4,0.2,,0.3,,0.2,0.1666666666666666,stop,2830.0,126.3177182674408,7571.0,10401.0,0.01881984,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
5,0.2,,0.5,,0.2,0.2456140350877192,stop,26815.0,923.9471108913422,10411.0,37226.0,0.033660645,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
6,0.2,,0.4,,0.2,0.1159420289855072,stop,20734.0,312.11508560180664,7987.0,28721.0,0.0332913,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
7,0.3,,0.3,,0.4,0.2972972972972973,stop,3823.0,123.03399324417114,7811.0,11634.0,0.0304134,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
8,0.2,,0.4,,0.2,0.1052631578947368,error,3663.0,870.3145802021027,5654.0,9317.0,0.0,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
9,0.2,,0.4,,0.2,0.075,stop,7673.0,176.01604056358337,8812.0,16485.0,0.02988885,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
10,0.2,,0.7,,0.2,0.1785714285714285,stop,3630.0,136.76710295677185,8674.0,12304.0,0.0323555,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
11,0.2,,0.6,,0.2,0.1538461538461538,stop,8012.0,809.9126782417297,8981.0,16993.0,0.02508807,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
12,0.3,,0.7,,0.3,0.2,stop,3161.0,131.4801902770996,7556.0,10717.0,0.02409045,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
13,0.2,,0.4,,0.2,0.0886075949367088,stop,9992.0,158.7475004196167,9877.0,19869.0,0.0400651,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
14,0.2,,0.2,,0.3,0.1774193548387097,stop,3622.0,883.1572091579437,9709.0,13331.0,0.02518152,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
15,0.3,,0.4,,0.3,0.1851851851851851,stop,3936.0,113.53627014160156,10112.0,14048.0,0.0383712,0.6,0.95,qwen/qwen3.5-397b-a17b,0.7
16,0.4,,0.8,,0.4,0.3421052631578947,stop,3223.0,108.48202991485596,8526.0,11749.0,0.0323051,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
17,0.2,,0.4,,0.2,0.1568627450980392,stop,4705.0,143.78706622123718,8570.0,13275.0,0.03258275,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
18,0.3,,0.7,,0.3,0.0588235294117647,stop,3422.0,82.74821996688843,8355.0,11777.0,0.0266049,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
19,0.2,,0.2,,0.4,0.217391304347826,stop,4329.0,112.97290635108948,8537.0,12866.0,0.0328977,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
20,0.2,,0.2,,0.3,0.2727272727272727,stop,4146.0,121.85003685951231,7978.0,12124.0,0.0302033,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
21,0.2,,,,0.2,0.2142857142857142,stop,4580.0,161.28110337257385,10170.0,14750.0,0.03936,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
22,0.3,,0.4,,0.3,0.15625,stop,3672.0,121.13505101203918,7833.0,11505.0,0.0197613,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
23,0.3,,0.3,,0.4,0.1296296296296296,stop,5016.0,105.22879672050476,9297.0,14313.0,0.0455985,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
24,0.3,,0.3,,0.4,0.1694915254237288,stop,7214.0,227.0009582042694,9639.0,16853.0,0.0321633,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
25,0.6,,0.9,,0.6,0.123076923076923,stop,15542.0,60.801974296569824,8063.0,23605.0,0.038352,0.6,0.95,qwen/qwen3.5-397b-a17b,0.8
26,0.2,,0.5,,0.2,0.088235294117647,stop,12257.0,161.17113137245178,10184.0,22441.0,0.02861079,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
27,0.2,,0.2,,0.2,0.1764705882352941,stop,5090.0,76.06761240959167,10740.0,15830.0,0.041718,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
28,0.2,,0.3,,0.2,0.119047619047619,stop,4505.0,75.97075510025024,7902.0,12407.0,0.03013475,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
29,0.5,,0.5,,0.6,0.5,stop,3960.0,158.91417860984802,7560.0,11520.0,0.028638,0.6,0.95,qwen/qwen3.5-397b-a17b,0.8
30,0.3,,0.4,,0.3,0.12,stop,2517.0,96.87149429321288,8474.0,10991.0,0.0317649,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
31,0.3,,0.5,,0.3,0.1568627450980392,stop,3058.0,103.6114149093628,8564.0,11622.0,0.0323594,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
32,0.5,,0.8,,0.5,0.1351351351351351,stop,4150.0,145.22647070884705,8254.0,12404.0,0.02093286,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
33,0.1,,0.1,,0.2,0.1509433962264151,stop,2608.0,111.2994830608368,10018.0,12626.0,0.0364974,0.6,0.95,qwen/qwen3.5-397b-a17b,0.2
34,0.3,,0.6,,0.3,0.108695652173913,stop,12633.0,229.37966203689567,9880.0,22513.0,0.03532485,0.6,0.95,qwen/qwen3.5-397b-a17b,0.7
35,0.4,,0.7,,0.4,0.1578947368421052,stop,14557.0,102.03619527816772,6303.0,20860.0,0.03928125,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
36,0.1,,0.2,,0.2,0.0204081632653061,error,2967.0,659.7864727973938,6079.0,9046.0,0.0,0.6,0.95,qwen/qwen3.5-397b-a17b,0.1
37,0.3,,0.6,,0.3,0.1170212765957446,stop,11812.0,600.3430421352386,8307.0,20119.0,0.02489977,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
38,0.3,,0.4,,0.3,0.0363636363636363,stop,16740.0,251.82754254341123,8560.0,25300.0,0.033213,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
39,0.3,,0.3,,0.3,0.3333333333333333,stop,2832.0,91.34711599349976,9115.0,11947.0,0.03423,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
40,0.3,,0.7,,0.3,0.1724137931034483,stop,4972.0,97.51939463615416,10120.0,15092.0,0.038918,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
41,0.3,,0.4,,0.3,0.135593220338983,stop,13398.0,157.2866668701172,7529.0,20927.0,0.0286161,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
42,0.2,,0.4,,0.2,0.1428571428571428,stop,4640.0,147.10758185386658,8708.0,13348.0,0.03303,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
43,0.2,,0.6,,0.2,0.160919540229885,stop,17034.0,75.60021924972534,10356.0,27390.0,0.047502,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
44,0.4,,0.4,,0.7,0.3703703703703703,stop,3783.0,68.35879135131836,7223.0,11006.0,0.0278943,0.6,0.95,qwen/qwen3.5-397b-a17b,0.7
45,0.1,,0.3,,0.1,0.081081081081081,stop,5107.0,141.7378396987915,8422.0,13529.0,0.02169921,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
46,0.3,,0.5,,0.3,0.1111111111111111,stop,8813.0,129.25606727600098,8068.0,16881.0,0.02231619,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
47,0.3,,0.4,,0.3,0.2222222222222222,stop,5235.0,164.92897295951843,9852.0,15087.0,0.0386082,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
48,0.3,,0.8,,0.3,0.1333333333333333,stop,3555.0,130.56259846687317,7900.0,11455.0,0.01987245,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
49,0.4,,0.8,,0.4,0.4130434782608695,stop,18398.0,209.2363467216492,8104.0,26502.0,0.0325911,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
50,0.3,,0.6,,0.3,0.1884057971014492,stop,3596.0,214.6241364479065,9532.0,13128.0,0.0302142,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
51,0.3,,0.6,,0.3,0.1692307692307692,stop,8552.0,131.71200108528137,8456.0,17008.0,0.0292164,0.6,0.95,qwen/qwen3.5-397b-a17b,0.6
52,0.2,,0.2,,0.2,0.2,stop,7001.0,158.81579494476318,9564.0,16565.0,0.038631,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
53,0.3,,0.4,,0.3,0.1290322580645161,error,12074.0,907.872359752655,8241.0,20315.0,0.0,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
54,0.2,,0.4,,0.2,0.1382978723404255,stop,4599.0,103.07470417022704,9614.0,14213.0,0.03617845,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
55,0.4,,0.6,,0.4,0.1,stop,15486.0,65.92533040046692,9138.0,24624.0,0.0421884,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
56,0.1,,0.3,,0.1,0.125,stop,3113.0,54.47547864913941,7044.0,10157.0,0.02636615,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
57,0.2,,0.6,,0.2,0.0925925925925925,stop,6532.0,67.76534056663513,9358.0,15890.0,0.037608,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
58,0.45,,0.6,,0.45,0.0975609756097561,stop,3912.0,93.49191498756409,9308.0,13220.0,0.0296844,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
59,0.3,,0.6,,0.3,0.1578947368421052,stop,4363.0,140.5169050693512,8623.0,12986.0,0.02187939,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
60,0.2,,0.3,,0.2,0.0972222222222222,stop,3772.0,187.67410707473755,10869.0,14641.0,0.0413916,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
61,0.3,,0.3,,0.5,0.3103448275862069,stop,3976.0,131.03744339942932,10475.0,14451.0,0.0388493,0.6,0.95,qwen/qwen3.5-397b-a17b,0.5
62,0.2,,,,0.2,0.0869565217391304,stop,4768.0,85.67168402671814,9359.0,14127.0,0.0360764,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
63,0.2,,0.4,,0.2,0.3333333333333333,stop,4643.0,167.8217523097992,9742.0,14385.0,0.03665065,0.6,0.95,qwen/qwen3.5-397b-a17b,0.4
64,0.2,,0.3,,0.2,0.0930232558139534,stop,3365.0,132.88632917404175,7761.0,11126.0,0.02901425,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
65,0.2,,,,0.2,0.1594202898550724,stop,6960.0,162.19879746437073,9400.0,16360.0,0.038016,0.6,0.95,qwen/qwen3.5-397b-a17b,0.3
