index,model,legal_ref_sim,refex_now
72,openai/gpt-oss-120b,0.1219512195121951,0.15
73,openai/gpt-oss-120b,0.0266666666666666,0.04081632653061224
74,openai/gpt-oss-120b,0.0566037735849056,0.047619047619047616
75,openai/gpt-oss-120b,0.0344827586206896,0.1276595744680851
76,openai/gpt-oss-120b,0.2105263157894736,0.05555555555555555
77,openai/gpt-oss-120b,0.0821917808219178,0.2
78,openai/gpt-oss-120b,0.1764705882352941,0.14285714285714285
79,openai/gpt-oss-120b,0.1428571428571428,0.15789473684210525
80,openai/gpt-oss-120b,0.081967213114754,0.08333333333333333
0,qwen/qwen3-32b,0.0727272727272727,0.1111111111111111
1,qwen/qwen3-32b,0.0666666666666666,0.0
2,qwen/qwen3-32b,0.0285714285714285,0.0
3,qwen/qwen3-32b,0.1818181818181818,0.23809523809523808
4,qwen/qwen3-32b,0.0172413793103448,0.037037037037037035
5,qwen/qwen3-32b,0.0535714285714285,0.06896551724137931
6,qwen/qwen3-32b,0.0519480519480519,0.020833333333333332
7,qwen/qwen3-32b,0.1904761904761904,
8,qwen/qwen3-32b,0.0333333333333333,0.0
9,qwen/qwen3-32b,0.1020408163265306,0.0
10,qwen/qwen3-32b,0.1666666666666666,0.1111111111111111
11,qwen/qwen3-32b,0.109375,0.05128205128205128
12,qwen/qwen3-32b,0.1290322580645161,0.0
13,qwen/qwen3-32b,0.037037037037037,0.037037037037037035
14,qwen/qwen3-32b,0.0666666666666666,0.038461538461538464
15,qwen/qwen3-32b,0.0714285714285714,0.11538461538461539
16,qwen/qwen3-32b,0.1891891891891892,0.08333333333333333
17,qwen/qwen3-32b,0.0545454545454545,0.045454545454545456
18,qwen/qwen3-32b,0.056338028169014,0.0851063829787234
19,qwen/qwen3-32b,0.1590909090909091,0.13636363636363635
20,qwen/qwen3-32b,0.2040816326530612,0.09090909090909091
21,qwen/qwen3-32b,0.12,0.08695652173913043
22,qwen/qwen3-32b,0.0571428571428571,0.03225806451612903
23,qwen/qwen3-32b,0.18,0.1
24,qwen/qwen3-32b,0.0727272727272727,0.030303030303030304
25,qwen/qwen3-32b,0.0175438596491228,0.0
26,qwen/qwen3-32b,0.0273972602739726,0.023255813953488372
27,qwen/qwen3-32b,0.03125,0.02631578947368421
28,qwen/qwen3-32b,0.0192307692307692,0.0
29,qwen/qwen3-32b,0.2857142857142857,0.18181818181818182
30,qwen/qwen3-32b,0.1363636363636363,0.08333333333333333
31,qwen/qwen3-32b,0.1041666666666666,0.0
32,qwen/qwen3-32b,0.0149253731343283,0.0
33,qwen/qwen3-32b,0.0612244897959183,0.07692307692307693
34,qwen/qwen3-32b,0.0652173913043478,0.07692307692307693
35,qwen/qwen3-32b,0.032258064516129,0.045454545454545456
36,qwen/qwen3-32b,0.0181818181818181,0.0
37,qwen/qwen3-32b,0.0103092783505154,0.0
38,qwen/qwen3-32b,0.0545454545454545,0.03333333333333333
39,qwen/qwen3-32b,0.25,0.14285714285714285
40,qwen/qwen3-32b,0.0714285714285714,0.04878048780487805
41,qwen/qwen3-32b,0.1153846153846153,0.07142857142857142
42,qwen/qwen3-32b,0.0694444444444444,0.09090909090909091
43,qwen/qwen3-32b,0.036144578313253,0.03076923076923077
44,qwen/qwen3-32b,0.2307692307692307,0.1111111111111111
45,qwen/qwen3-32b,0.025,0.0
46,qwen/qwen3-32b,0.0754716981132075,0.05
47,qwen/qwen3-32b,0.0422535211267605,0.05555555555555555
48,qwen/qwen3-32b,0.1162790697674418,0.1111111111111111
49,qwen/qwen3-32b,0.2040816326530612,0.13333333333333333
50,qwen/qwen3-32b,0.044776119402985,0.022727272727272728
51,qwen/qwen3-32b,0.0163934426229508,0.045454545454545456
52,qwen/qwen3-32b,0.1063829787234042,0.16666666666666666
53,qwen/qwen3-32b,0.0571428571428571,0.05128205128205128
54,qwen/qwen3-32b,0.0425531914893617,0.022727272727272728
55,qwen/qwen3-32b,0.0491803278688524,0.05263157894736842
56,qwen/qwen3-32b,0.0394736842105263,0.0
57,qwen/qwen3-32b,0.0392156862745098,0.0
58,qwen/qwen3-32b,0.0129870129870129,0.02631578947368421
59,qwen/qwen3-32b,0.15,0.08333333333333333
60,qwen/qwen3-32b,0.037037037037037,0.0
61,qwen/qwen3-32b,0.087719298245614,0.0
62,qwen/qwen3-32b,0.0576923076923076,0.2222222222222222
63,qwen/qwen3-32b,0.1612903225806451,0.0
64,qwen/qwen3-32b,0.0476190476190476,0.06976744186046512
65,qwen/qwen3-32b,0.0579710144927536,0.0
66,qwen/qwen3-32b,0.0588235294117647,0.05555555555555555
67,qwen/qwen3-32b,0.1323529411764706,0.05555555555555555
68,qwen/qwen3-32b,0.0434782608695652,0.0967741935483871
69,qwen/qwen3-32b,0.1162790697674418,0.0
70,qwen/qwen3-32b,0.0379746835443038,0.0
71,qwen/qwen3-32b,0.0638297872340425,0.041666666666666664
72,qwen/qwen3-32b,0.1282051282051282,0.21428571428571427
73,qwen/qwen3-32b,0.1097560975609756,0.10204081632653061
74,qwen/qwen3-32b,0.0483870967741935,0.0
75,qwen/qwen3-32b,0.0348837209302325,0.06666666666666667
76,qwen/qwen3-32b,0.1212121212121212,0.07142857142857142
77,qwen/qwen3-32b,0.0493827160493827,0.07407407407407407
78,qwen/qwen3-32b,0.2,0.2
79,qwen/qwen3-32b,0.0851063829787234,0.0
80,qwen/qwen3-32b,0.0923076923076923,0.05263157894736842
0,qwen/qwen3-235b-a22b-thinking-2507,0.1428571428571428,0.25
1,qwen/qwen3-235b-a22b-thinking-2507,0.1304347826086956,0.125
2,qwen/qwen3-235b-a22b-thinking-2507,0.25,0.3076923076923077
3,qwen/qwen3-235b-a22b-thinking-2507,0.1836734693877551,0.22727272727272727
4,qwen/qwen3-235b-a22b-thinking-2507,0.0555555555555555,0.0
5,qwen/qwen3-235b-a22b-thinking-2507,0.0909090909090909,0.1111111111111111
6,qwen/qwen3-235b-a22b-thinking-2507,0.0985915492957746,0.11904761904761904
7,qwen/qwen3-235b-a22b-thinking-2507,0.2307692307692307,
8,qwen/qwen3-235b-a22b-thinking-2507,0.0833333333333333,0.15789473684210525
9,qwen/qwen3-235b-a22b-thinking-2507,0.1395348837209302,0.1
10,qwen/qwen3-235b-a22b-thinking-2507,0.1428571428571428,0.125
11,qwen/qwen3-235b-a22b-thinking-2507,0.123076923076923,0.07317073170731707
12,qwen/qwen3-235b-a22b-thinking-2507,0.2,0.0
13,qwen/qwen3-235b-a22b-thinking-2507,0.0632911392405063,0.041666666666666664
14,qwen/qwen3-235b-a22b-thinking-2507,0.0625,0.045454545454545456
15,qwen/qwen3-235b-a22b-thinking-2507,0.1333333333333333,0.24
16,qwen/qwen3-235b-a22b-thinking-2507,0.1891891891891892,0.2
17,qwen/qwen3-235b-a22b-thinking-2507,0.1538461538461538,0.058823529411764705
18,qwen/qwen3-235b-a22b-thinking-2507,0.1014492753623188,0.07142857142857142
19,qwen/qwen3-235b-a22b-thinking-2507,0.1372549019607843,0.18181818181818182
20,qwen/qwen3-235b-a22b-thinking-2507,0.2051282051282051,0.0
21,qwen/qwen3-235b-a22b-thinking-2507,0.1509433962264151,0.18181818181818182
22,qwen/qwen3-235b-a22b-thinking-2507,0.1323529411764706,0.16666666666666666
23,qwen/qwen3-235b-a22b-thinking-2507,0.2307692307692307,0.05
24,qwen/qwen3-235b-a22b-thinking-2507,0.1896551724137931,0.15151515151515152
25,qwen/qwen3-235b-a22b-thinking-2507,0.088235294117647,0.04878048780487805
26,qwen/qwen3-235b-a22b-thinking-2507,0.1111111111111111,0.13157894736842105
27,qwen/qwen3-235b-a22b-thinking-2507,0.0869565217391304,0.09090909090909091
28,qwen/qwen3-235b-a22b-thinking-2507,0.0465116279069767,0.05555555555555555
29,qwen/qwen3-235b-a22b-thinking-2507,0.3703703703703703,0.2
30,qwen/qwen3-235b-a22b-thinking-2507,0.1153846153846153,0.0
31,qwen/qwen3-235b-a22b-thinking-2507,0.0535714285714285,0.08333333333333333
32,qwen/qwen3-235b-a22b-thinking-2507,0.025,0.0
33,qwen/qwen3-235b-a22b-thinking-2507,0.1346153846153846,0.18518518518518517
34,qwen/qwen3-235b-a22b-thinking-2507,0.0769230769230769,0.10714285714285714
35,qwen/qwen3-235b-a22b-thinking-2507,0.1475409836065573,0.1590909090909091
36,qwen/qwen3-235b-a22b-thinking-2507,0.0377358490566037,0.0
37,qwen/qwen3-235b-a22b-thinking-2507,0.1290322580645161,0.2962962962962963
38,qwen/qwen3-235b-a22b-thinking-2507,0.0377358490566037,0.03571428571428571
39,qwen/qwen3-235b-a22b-thinking-2507,0.2222222222222222,0.14285714285714285
40,qwen/qwen3-235b-a22b-thinking-2507,0.1325301204819277,0.1794871794871795
41,qwen/qwen3-235b-a22b-thinking-2507,0.2166666666666666,0.25
42,qwen/qwen3-235b-a22b-thinking-2507,0.1343283582089552,0.14285714285714285
43,qwen/qwen3-235b-a22b-thinking-2507,0.0869565217391304,0.07042253521126761
44,qwen/qwen3-235b-a22b-thinking-2507,0.3,0.09090909090909091
45,qwen/qwen3-235b-a22b-thinking-2507,0.048780487804878,0.1
46,qwen/qwen3-235b-a22b-thinking-2507,0.0784313725490196,0.1111111111111111
47,qwen/qwen3-235b-a22b-thinking-2507,0.1285714285714285,0.2
48,qwen/qwen3-235b-a22b-thinking-2507,0.0833333333333333,0.09090909090909091
49,qwen/qwen3-235b-a22b-thinking-2507,0.2727272727272727,0.25
50,qwen/qwen3-235b-a22b-thinking-2507,0.1081081081081081,0.08163265306122448
51,qwen/qwen3-235b-a22b-thinking-2507,0.1746031746031746,0.2222222222222222
52,qwen/qwen3-235b-a22b-thinking-2507,0.125,0.0
53,qwen/qwen3-235b-a22b-thinking-2507,0.1232876712328767,0.14634146341463414
54,qwen/qwen3-235b-a22b-thinking-2507,0.1142857142857142,0.08333333333333333
55,qwen/qwen3-235b-a22b-thinking-2507,0.1147540983606557,0.13513513513513514
56,qwen/qwen3-235b-a22b-thinking-2507,0.1153846153846153,0.06521739130434782
57,qwen/qwen3-235b-a22b-thinking-2507,0.0943396226415094,0.0
58,qwen/qwen3-235b-a22b-thinking-2507,0.05,0.08108108108108109
59,qwen/qwen3-235b-a22b-thinking-2507,0.1052631578947368,0.08333333333333333
60,qwen/qwen3-235b-a22b-thinking-2507,0.0985915492957746,0.21052631578947367
61,qwen/qwen3-235b-a22b-thinking-2507,0.1639344262295081,0.06060606060606061
62,qwen/qwen3-235b-a22b-thinking-2507,0.1481481481481481,0.2
63,qwen/qwen3-235b-a22b-thinking-2507,0.2564102564102564,0.0
64,qwen/qwen3-235b-a22b-thinking-2507,0.1538461538461538,0.14545454545454545
65,qwen/qwen3-235b-a22b-thinking-2507,0.1285714285714285,0.045454545454545456
66,qwen/qwen3-235b-a22b-thinking-2507,0.0212765957446808,0.0
67,qwen/qwen3-235b-a22b-thinking-2507,0.1666666666666666,0.13333333333333333
68,qwen/qwen3-235b-a22b-thinking-2507,0.054054054054054,0.07142857142857142
69,qwen/qwen3-235b-a22b-thinking-2507,0.1320754716981132,0.0
70,qwen/qwen3-235b-a22b-thinking-2507,0.1428571428571428,0.20930232558139536
71,qwen/qwen3-235b-a22b-thinking-2507,0.1,0.14285714285714285
72,qwen/qwen3-235b-a22b-thinking-2507,0.1632653061224489,0.29411764705882354
73,qwen/qwen3-235b-a22b-thinking-2507,0.1395348837209302,0.1346153846153846
74,qwen/qwen3-235b-a22b-thinking-2507,0.15625,0.13513513513513514
75,qwen/qwen3-235b-a22b-thinking-2507,0.1075268817204301,0.15384615384615385
76,qwen/qwen3-235b-a22b-thinking-2507,0.1818181818181818,0.0
77,qwen/qwen3-235b-a22b-thinking-2507,0.1325301204819277,0.23809523809523808
78,qwen/qwen3-235b-a22b-thinking-2507,0.4375,0.3333333333333333
79,qwen/qwen3-235b-a22b-thinking-2507,0.217391304347826,0.21052631578947367
80,qwen/qwen3-235b-a22b-thinking-2507,0.1285714285714285,0.10810810810810811
0,qwen/qwen3.5-397b-a17b,0.1612903225806451,0.19444444444444445
1,qwen/qwen3.5-397b-a17b,0.2195121951219512,0.18181818181818182
2,qwen/qwen3.5-397b-a17b,0.1333333333333333,0.23529411764705882
3,qwen/qwen3.5-397b-a17b,0.2826086956521739,0.34782608695652173
4,qwen/qwen3.5-397b-a17b,0.1935483870967742,0.21875
5,qwen/qwen3.5-397b-a17b,0.2413793103448276,0.3225806451612903
6,qwen/qwen3.5-397b-a17b,0.1,0.15
7,qwen/qwen3.5-397b-a17b,0.2857142857142857,
8,qwen/qwen3.5-397b-a17b,0.1311475409836065,0.23809523809523808
9,qwen/qwen3.5-397b-a17b,0.2083333333333333,0.13333333333333333
10,qwen/qwen3.5-397b-a17b,0.1851851851851851,0.2
11,qwen/qwen3.5-397b-a17b,0.1363636363636363,0.17073170731707318
12,qwen/qwen3.5-397b-a17b,0.3939393939393939,0.14285714285714285
13,qwen/qwen3.5-397b-a17b,0.1538461538461538,0.17647058823529413
14,qwen/qwen3.5-397b-a17b,0.1076923076923077,0.14814814814814814
15,qwen/qwen3.5-397b-a17b,0.2115384615384615,0.42857142857142855
16,qwen/qwen3.5-397b-a17b,0.3714285714285714,0.45454545454545453
17,qwen/qwen3.5-397b-a17b,0.1555555555555555,0.2727272727272727
18,qwen/qwen3.5-397b-a17b,0.0579710144927536,0.09090909090909091
19,qwen/qwen3.5-397b-a17b,0.2083333333333333,0.30434782608695654
20,qwen/qwen3.5-397b-a17b,0.2857142857142857,0.125
21,qwen/qwen3.5-397b-a17b,0.2222222222222222,0.23076923076923078
22,qwen/qwen3.5-397b-a17b,0.1492537313432835,0.16129032258064516
23,qwen/qwen3.5-397b-a17b,0.173076923076923,0.1
24,qwen/qwen3.5-397b-a17b,0.2363636363636363,0.23529411764705882
25,qwen/qwen3.5-397b-a17b,0.171875,0.19047619047619047
26,qwen/qwen3.5-397b-a17b,0.1267605633802817,0.1951219512195122
27,qwen/qwen3.5-397b-a17b,0.1969696969696969,0.23255813953488372
28,qwen/qwen3.5-397b-a17b,0.06,0.125
29,qwen/qwen3.5-397b-a17b,0.4583333333333333,0.42857142857142855
30,qwen/qwen3.5-397b-a17b,0.3043478260869565,0.25
31,qwen/qwen3.5-397b-a17b,0.0612244897959183,0.1111111111111111
32,qwen/qwen3.5-397b-a17b,0.144927536231884,0.20833333333333334
33,qwen/qwen3.5-397b-a17b,0.2692307692307692,0.24242424242424243
34,qwen/qwen3.5-397b-a17b,0.0714285714285714,0.045454545454545456
35,qwen/qwen3.5-397b-a17b,0.25,0.275
36,qwen/qwen3.5-397b-a17b,0.064516129032258,0.2857142857142857
37,qwen/qwen3.5-397b-a17b,0.1111111111111111,0.2
38,qwen/qwen3.5-397b-a17b,0.1698113207547169,0.16666666666666666
39,qwen/qwen3.5-397b-a17b,0.4285714285714285,0.26666666666666666
40,qwen/qwen3.5-397b-a17b,0.1647058823529411,0.2564102564102564
41,qwen/qwen3.5-397b-a17b,0.125,0.0
42,qwen/qwen3.5-397b-a17b,0.1617647058823529,0.21428571428571427
43,qwen/qwen3.5-397b-a17b,0.1954022988505747,0.22388059701492538
44,qwen/qwen3.5-397b-a17b,0.3571428571428571,0.3333333333333333
45,qwen/qwen3.5-397b-a17b,0.2051282051282051,0.14285714285714285
46,qwen/qwen3.5-397b-a17b,0.2203389830508474,0.36
47,qwen/qwen3.5-397b-a17b,0.2253521126760563,0.28205128205128205
48,qwen/qwen3.5-397b-a17b,0.2444444444444444,0.25
49,qwen/qwen3.5-397b-a17b,0.391304347826087,0.4
50,qwen/qwen3.5-397b-a17b,0.1969696969696969,0.23809523809523808
51,qwen/qwen3.5-397b-a17b,0.1875,0.24444444444444444
52,qwen/qwen3.5-397b-a17b,0.2222222222222222,0.0
53,qwen/qwen3.5-397b-a17b,0.2698412698412698,0.3055555555555556
54,qwen/qwen3.5-397b-a17b,0.1616161616161616,0.14583333333333334
55,qwen/qwen3.5-397b-a17b,0.203125,0.325
56,qwen/qwen3.5-397b-a17b,0.2133333333333333,0.22727272727272727
57,qwen/qwen3.5-397b-a17b,0.0925925925925925,0.0
58,qwen/qwen3.5-397b-a17b,0.108433734939759,0.1951219512195122
59,qwen/qwen3.5-397b-a17b,0.1694915254237288,0.18518518518518517
60,qwen/qwen3.5-397b-a17b,0.1388888888888889,0.23809523809523808
61,qwen/qwen3.5-397b-a17b,0.25,0.21875
62,qwen/qwen3.5-397b-a17b,0.1320754716981132,0.06666666666666667
63,qwen/qwen3.5-397b-a17b,0.4848484848484848,0.1
64,qwen/qwen3.5-397b-a17b,0.1529411764705882,0.23255813953488372
65,qwen/qwen3.5-397b-a17b,0.1805555555555555,0.1702127659574468
66,qwen/qwen3.5-397b-a17b,0.0925925925925925,0.0
67,qwen/qwen3.5-397b-a17b,0.2058823529411764,0.2631578947368421
68,qwen/qwen3.5-397b-a17b,0.0821917808219178,0.13793103448275862
69,qwen/qwen3.5-397b-a17b,0.1428571428571428,0.0
70,qwen/qwen3.5-397b-a17b,0.0963855421686747,0.15
71,qwen/qwen3.5-397b-a17b,0.1071428571428571,0.13333333333333333
72,qwen/qwen3.5-397b-a17b,0.2954545454545454,0.29411764705882354
73,qwen/qwen3.5-397b-a17b,0.2261904761904762,0.22641509433962265
74,qwen/qwen3.5-397b-a17b,0.2307692307692307,0.2702702702702703
75,qwen/qwen3.5-397b-a17b,0.1363636363636363,0.20833333333333334
76,qwen/qwen3.5-397b-a17b,0.2580645161290322,0.21428571428571427
77,qwen/qwen3.5-397b-a17b,0.1351351351351351,0.16666666666666666
78,qwen/qwen3.5-397b-a17b,0.2941176470588235,0.2
79,qwen/qwen3.5-397b-a17b,0.2558139534883721,0.3157894736842105
80,qwen/qwen3.5-397b-a17b,0.2222222222222222,0.32432432432432434
0,qwen/qwen3.5-122b-a10b,0.1929824561403508,0.3103448275862069
1,qwen/qwen3.5-122b-a10b,0.1578947368421052,0.1875
2,qwen/qwen3.5-122b-a10b,0.2631578947368421,0.4166666666666667
3,qwen/qwen3.5-122b-a10b,0.1777777777777777,0.18181818181818182
4,qwen/qwen3.5-122b-a10b,0.0833333333333333,0.07407407407407407
5,qwen/qwen3.5-122b-a10b,0.1607142857142857,0.20689655172413793
6,qwen/qwen3.5-122b-a10b,0.0735294117647058,0.1282051282051282
7,qwen/qwen3.5-122b-a10b,0.3783783783783784,
8,qwen/qwen3.5-122b-a10b,0.0689655172413793,0.1111111111111111
9,qwen/qwen3.5-122b-a10b,0.1111111111111111,0.1
10,qwen/qwen3.5-122b-a10b,0.1481481481481481,0.14285714285714285
11,qwen/qwen3.5-122b-a10b,0.15625,0.15
12,qwen/qwen3.5-122b-a10b,0.2903225806451613,0.0
13,qwen/qwen3.5-122b-a10b,0.0617283950617283,0.09433962264150944
14,qwen/qwen3.5-122b-a10b,0.1147540983606557,0.1111111111111111
15,qwen/qwen3.5-122b-a10b,0.1509433962264151,0.34782608695652173
16,qwen/qwen3.5-122b-a10b,0.2571428571428571,0.3
17,qwen/qwen3.5-122b-a10b,0.1363636363636363,0.07142857142857142
18,qwen/qwen3.5-122b-a10b,0.088235294117647,0.08695652173913043
19,qwen/qwen3.5-122b-a10b,0.1627906976744186,0.3
20,qwen/qwen3.5-122b-a10b,0.225,0.0
21,qwen/qwen3.5-122b-a10b,0.22,0.18181818181818182
22,qwen/qwen3.5-122b-a10b,0.0985915492957746,0.11764705882352941
23,qwen/qwen3.5-122b-a10b,0.14,0.10526315789473684
24,qwen/qwen3.5-122b-a10b,0.1454545454545454,0.12121212121212122
25,qwen/qwen3.5-122b-a10b,0.1129032258064516,0.125
26,qwen/qwen3.5-122b-a10b,0.0735294117647058,0.10526315789473684
27,qwen/qwen3.5-122b-a10b,0.203125,0.275
28,qwen/qwen3.5-122b-a10b,0.1111111111111111,0.3157894736842105
29,qwen/qwen3.5-122b-a10b,0.391304347826087,0.3076923076923077
30,qwen/qwen3.5-122b-a10b,0.12,0.0
31,qwen/qwen3.5-122b-a10b,0.0961538461538461,0.125
32,qwen/qwen3.5-122b-a10b,0.0923076923076923,0.17391304347826086
33,qwen/qwen3.5-122b-a10b,0.1111111111111111,0.15625
34,qwen/qwen3.5-122b-a10b,0.0425531914893617,0.07407407407407407
35,qwen/qwen3.5-122b-a10b,0.1034482758620689,0.11904761904761904
36,qwen/qwen3.5-122b-a10b,0.0545454545454545,0.15384615384615385
37,qwen/qwen3.5-122b-a10b,0.09375,0.2
38,qwen/qwen3.5-122b-a10b,0.0384615384615384,0.1111111111111111
39,qwen/qwen3.5-122b-a10b,0.3461538461538461,0.38461538461538464
40,qwen/qwen3.5-122b-a10b,0.127906976744186,0.19047619047619047
41,qwen/qwen3.5-122b-a10b,0.1272727272727272,0.0
42,qwen/qwen3.5-122b-a10b,0.1176470588235294,0.2
43,qwen/qwen3.5-122b-a10b,0.1547619047619047,0.14285714285714285
44,qwen/qwen3.5-122b-a10b,0.2333333333333333,0.2
45,qwen/qwen3.5-122b-a10b,0.0975609756097561,0.125
46,qwen/qwen3.5-122b-a10b,0.1272727272727272,0.17391304347826086
47,qwen/qwen3.5-122b-a10b,0.1126760563380281,0.22857142857142856
48,qwen/qwen3.5-122b-a10b,0.1555555555555555,0.2631578947368421
49,qwen/qwen3.5-122b-a10b,0.3958333333333333,0.4375
50,qwen/qwen3.5-122b-a10b,0.1587301587301587,0.1951219512195122
51,qwen/qwen3.5-122b-a10b,0.1639344262295081,0.20454545454545456
52,qwen/qwen3.5-122b-a10b,0.18,0.0
53,qwen/qwen3.5-122b-a10b,0.171875,0.1388888888888889
54,qwen/qwen3.5-122b-a10b,0.173469387755102,0.22727272727272727
55,qwen/qwen3.5-122b-a10b,0.125,0.19047619047619047
56,qwen/qwen3.5-122b-a10b,0.1842105263157894,0.16279069767441862
57,qwen/qwen3.5-122b-a10b,0.0909090909090909,0.0
58,qwen/qwen3.5-122b-a10b,0.1,0.1794871794871795
59,qwen/qwen3.5-122b-a10b,0.2295081967213114,0.27586206896551724
60,qwen/qwen3.5-122b-a10b,0.0547945205479452,0.08333333333333333
61,qwen/qwen3.5-122b-a10b,0.1724137931034483,0.06666666666666667
62,qwen/qwen3.5-122b-a10b,0.0454545454545454,0.0
63,qwen/qwen3.5-122b-a10b,0.3055555555555556,0.0
64,qwen/qwen3.5-122b-a10b,0.127906976744186,0.21739130434782608
65,qwen/qwen3.5-122b-a10b,0.1014492753623188,0.13636363636363635
66,qwen/qwen3.5-122b-a10b,0.0217391304347826,0.06666666666666667
67,qwen/qwen3.5-122b-a10b,0.2063492063492063,0.1875
68,qwen/qwen3.5-122b-a10b,0.044776119402985,0.10344827586206896
69,qwen/qwen3.5-122b-a10b,0.1590909090909091,0.0
70,qwen/qwen3.5-122b-a10b,0.1794871794871795,0.3076923076923077
71,qwen/qwen3.5-122b-a10b,0.12,0.16666666666666666
72,qwen/qwen3.5-122b-a10b,0.25,0.3333333333333333
73,qwen/qwen3.5-122b-a10b,0.1645569620253164,0.21739130434782608
74,qwen/qwen3.5-122b-a10b,0.25,0.24242424242424243
75,qwen/qwen3.5-122b-a10b,0.0804597701149425,0.10869565217391304
76,qwen/qwen3.5-122b-a10b,0.2857142857142857,0.29411764705882354
77,qwen/qwen3.5-122b-a10b,0.1232876712328767,0.25
78,qwen/qwen3.5-122b-a10b,0.4285714285714285,0.3333333333333333
79,qwen/qwen3.5-122b-a10b,0.1956521739130435,0.3
80,qwen/qwen3.5-122b-a10b,0.1666666666666666,0.24242424242424243
0,meta-llama/llama-3.1-8b-instruct,0.0,0.0
1,meta-llama/llama-3.1-8b-instruct,0.0571428571428571,0.06666666666666667
2,meta-llama/llama-3.1-8b-instruct,0.0606060606060606,0.2
3,meta-llama/llama-3.1-8b-instruct,0.0,0.0
4,meta-llama/llama-3.1-8b-instruct,0.02,0.0
5,meta-llama/llama-3.1-8b-instruct,0.0188679245283018,0.0
6,meta-llama/llama-3.1-8b-instruct,0.0,0.0
7,meta-llama/llama-3.1-8b-instruct,0.1142857142857142,
8,meta-llama/llama-3.1-8b-instruct,0.0192307692307692,0.0
9,meta-llama/llama-3.1-8b-instruct,0.073170731707317,0.09090909090909091
10,meta-llama/llama-3.1-8b-instruct,0.1538461538461538,0.07142857142857142
11,meta-llama/llama-3.1-8b-instruct,0.0655737704918032,0.02702702702702703
12,meta-llama/llama-3.1-8b-instruct,0.0,0.0
13,meta-llama/llama-3.1-8b-instruct,0.0,0.0
14,meta-llama/llama-3.1-8b-instruct,0.0,0.0
15,meta-llama/llama-3.1-8b-instruct,0.0192307692307692,0.045454545454545456
16,meta-llama/llama-3.1-8b-instruct,0.1621621621621621,0.18181818181818182
17,meta-llama/llama-3.1-8b-instruct,0.0,0.0
18,meta-llama/llama-3.1-8b-instruct,0.0163934426229508,0.02702702702702703
19,meta-llama/llama-3.1-8b-instruct,0.0952380952380952,0.10526315789473684
20,meta-llama/llama-3.1-8b-instruct,0.0714285714285714,0.0
21,meta-llama/llama-3.1-8b-instruct,0.0408163265306122,0.1
22,meta-llama/llama-3.1-8b-instruct,0.0327868852459016,0.034482758620689655
23,meta-llama/llama-3.1-8b-instruct,0.0681818181818181,0.0
24,meta-llama/llama-3.1-8b-instruct,0.0526315789473684,0.06060606060606061
25,meta-llama/llama-3.1-8b-instruct,0.0185185185185185,0.029411764705882353
26,meta-llama/llama-3.1-8b-instruct,0.0,0.0
27,meta-llama/llama-3.1-8b-instruct,0.0,0.0
28,meta-llama/llama-3.1-8b-instruct,0.0,0.0
29,meta-llama/llama-3.1-8b-instruct,0.05,0.1
30,meta-llama/llama-3.1-8b-instruct,0.0,0.0
31,meta-llama/llama-3.1-8b-instruct,0.0,0.0
32,meta-llama/llama-3.1-8b-instruct,0.0,0.0
33,meta-llama/llama-3.1-8b-instruct,0.0217391304347826,0.043478260869565216
34,meta-llama/llama-3.1-8b-instruct,0.0232558139534883,0.043478260869565216
35,meta-llama/llama-3.1-8b-instruct,0.0566037735849056,0.07894736842105263
36,meta-llama/llama-3.1-8b-instruct,0.0392156862745098,0.0
37,meta-llama/llama-3.1-8b-instruct,0.0,0.0
38,meta-llama/llama-3.1-8b-instruct,0.0,0.0
39,meta-llama/llama-3.1-8b-instruct,0.0769230769230769,0.15384615384615385
40,meta-llama/llama-3.1-8b-instruct,0.0259740259740259,0.029411764705882353
41,meta-llama/llama-3.1-8b-instruct,0.02,0.0
42,meta-llama/llama-3.1-8b-instruct,0.0,0.0
43,meta-llama/llama-3.1-8b-instruct,0.0,0.0
44,meta-llama/llama-3.1-8b-instruct,0.1153846153846153,0.0
45,meta-llama/llama-3.1-8b-instruct,0.0256410256410256,0.0
46,meta-llama/llama-3.1-8b-instruct,0.0,0.0
47,meta-llama/llama-3.1-8b-instruct,0.0,0.0
48,meta-llama/llama-3.1-8b-instruct,0.0,0.0
49,meta-llama/llama-3.1-8b-instruct,0.0,0.0
50,meta-llama/llama-3.1-8b-instruct,0.0625,0.023809523809523808
51,meta-llama/llama-3.1-8b-instruct,0.0163934426229508,0.022727272727272728
52,meta-llama/llama-3.1-8b-instruct,0.0,0.0
53,meta-llama/llama-3.1-8b-instruct,0.03125,0.058823529411764705
54,meta-llama/llama-3.1-8b-instruct,0.0,0.0
55,meta-llama/llama-3.1-8b-instruct,0.0172413793103448,0.02857142857142857
56,meta-llama/llama-3.1-8b-instruct,0.0,0.0
57,meta-llama/llama-3.1-8b-instruct,0.0222222222222222,0.0
58,meta-llama/llama-3.1-8b-instruct,0.0666666666666666,0.14285714285714285
59,meta-llama/llama-3.1-8b-instruct,0.0545454545454545,0.043478260869565216
60,meta-llama/llama-3.1-8b-instruct,0.0147058823529411,0.05
61,meta-llama/llama-3.1-8b-instruct,0.0196078431372549,0.0
62,meta-llama/llama-3.1-8b-instruct,0.0,0.0
