index,model,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temperature,top_p,legal_ref_sim,score_Judge (gpt-oss-120b),score_Judge (qwen3.6-35b-a3b),score_Judge (DeepSeek-V4-Flash-0731)
28,qwen/qwen3.5-397b-a17b,stop,1036.0,131.99051547050476,7720.0,8756.0,0.01846884,0.6,0.95,0.125,0.3,0.3,0.1
29,qwen/qwen3.5-397b-a17b,stop,1647.0,117.00496077537537,7194.0,8841.0,0.01747629,0.6,0.95,0.4285714285714285,0.6,0.6,0.6
30,qwen/qwen3.5-397b-a17b,stop,1285.0,114.1253583431244,6951.0,8236.0,0.01676649,0.6,0.95,0.25,0.5,0.6,0.4
31,qwen/qwen3.5-397b-a17b,stop,2427.0,269.23102259635925,1784.0,4211.0,0.005305195,0.6,0.95,0.1111111111111111,0.4,0.2,0.2
32,qwen/qwen3.5-397b-a17b,stop,1178.0,137.68376541137695,8357.0,9535.0,0.0298974,0.6,0.95,0.2083333333333333,0.5,0.6,0.4
33,qwen/qwen3.5-397b-a17b,stop,1272.0,153.4668788909912,9007.0,10279.0,0.0331884,0.6,0.95,0.2424242424242424,0.3,0.4,0.3
34,qwen/qwen3.5-397b-a17b,stop,2638.0,152.39013600349426,9355.0,11993.0,0.0352608,0.6,0.95,0.0454545454545454,0.3,0.6,0.2
35,qwen/qwen3.5-397b-a17b,stop,2909.0,107.61926007270812,6466.0,9375.0,0.025023,0.6,0.95,0.275,0.5,0.6,0.6
36,qwen/qwen3.5-397b-a17b,stop,1834.0,151.1452066898346,9091.0,10925.0,0.033828,0.6,0.95,0.2857142857142857,0.5,0.4,0.2
37,qwen/qwen3.5-397b-a17b,stop,2448.0,850.5603582859039,8380.0,10828.0,0.02147348,0.6,0.95,0.2,0.3,0.6,0.3
38,qwen/qwen3.5-397b-a17b,stop,2510.0,183.94500041008,10754.0,13264.0,0.0333915,0.6,0.95,0.1666666666666666,0.2,0.4,0.2
39,qwen/qwen3.5-397b-a17b,stop,2113.0,165.81508207321167,9763.0,11876.0,0.0364146,0.6,0.95,0.2666666666666666,0.4,0.6,0.3
40,qwen/qwen3.5-397b-a17b,stop,2945.0,146.20790719985962,8947.0,11892.0,0.0339762,0.6,0.95,0.2564102564102564,0.5,0.4,0.4
41,qwen/qwen3.5-397b-a17b,stop,2184.0,187.67003226280207,6781.0,8965.0,0.0213258,0.6,0.95,0.0,0.3,0.4,0.3
42,qwen/qwen3.5-397b-a17b,stop,1887.0,59.60492181777954,7043.0,8930.0,0.02568835,0.6,0.95,0.2142857142857142,0.4,0.6,0.2
43,qwen/qwen3.5-397b-a17b,stop,1764.0,138.14164304733276,8521.0,10285.0,0.0206271,0.6,0.95,0.2238805970149253,0.4,0.3,0.2
44,qwen/qwen3.5-397b-a17b,stop,2133.0,149.47223138809204,7904.0,10037.0,0.02867075,0.6,0.95,0.3333333333333333,0.5,0.7,0.4
45,qwen/qwen3.5-397b-a17b,stop,2684.0,86.07740545272827,8188.0,10872.0,0.0308188,0.6,0.95,0.1428571428571428,0.5,0.5,0.6
46,qwen/qwen3.5-397b-a17b,stop,2872.0,208.18316435813904,7251.0,10123.0,0.0230454,0.6,0.95,0.36,0.8,0.7,0.4
47,qwen/qwen3.5-397b-a17b,stop,2603.0,167.9331419467926,10067.0,12670.0,0.037803,0.6,0.95,0.282051282051282,0.3,0.4,0.3
48,qwen/qwen3.5-397b-a17b,stop,2373.0,142.02902221679688,8107.0,10480.0,0.030609,0.6,0.95,0.25,0.5,0.6,0.5
49,qwen/qwen3.5-397b-a17b,stop,1999.0,100.622394323349,7570.0,9569.0,0.02759445,0.6,0.95,0.4,0.7,0.7,0.6
50,qwen/qwen3.5-397b-a17b,stop,2532.0,145.04674649238586,8512.0,11044.0,0.0311846,0.6,0.95,0.238095238095238,0.5,0.4,0.4
51,qwen/qwen3.5-397b-a17b,stop,2816.0,128.25533032417297,10246.0,13062.0,0.0374098,0.6,0.95,0.2444444444444444,0.3,0.5,0.3
52,qwen/qwen3.5-397b-a17b,stop,3280.0,138.77920937538147,8154.0,11434.0,0.0313224,0.6,0.95,0.0,0.2,0.4,0.2
53,qwen/qwen3.5-397b-a17b,stop,2405.0,100.63241982460022,9011.0,11416.0,0.02811525,0.6,0.95,0.3055555555555556,0.4,0.6,0.4
54,qwen/qwen3.5-397b-a17b,stop,2473.0,75.96091270446777,8282.0,10755.0,0.03034715,0.6,0.95,0.1458333333333333,0.3,0.5,0.4
55,qwen/qwen3.5-397b-a17b,stop,2094.0,130.1662585735321,7597.0,9691.0,0.01859364,0.6,0.95,0.325,0.5,0.5,0.4
56,qwen/qwen3.5-397b-a17b,stop,2365.0,794.622359752655,10796.0,13161.0,0.027360725,0.6,0.95,0.2272727272727272,0.3,0.4,0.3
57,qwen/qwen3.5-397b-a17b,stop,2307.0,136.92116737365723,8285.0,10592.0,0.02028663,0.6,0.95,0.0,0.5,0.5,0.2
58,qwen/qwen3.5-397b-a17b,stop,2351.0,158.00999641418457,9631.0,11982.0,0.0360822,0.6,0.95,0.1951219512195122,0.6,0.5,0.3
59,qwen/qwen3.5-397b-a17b,stop,2320.0,87.30392575263977,7018.0,9338.0,0.0264248,0.6,0.95,0.1851851851851851,0.4,0.5,0.4
60,qwen/qwen3.5-397b-a17b,stop,2882.0,148.3172791004181,8907.0,11789.0,0.0337944,0.6,0.95,0.238095238095238,0.3,0.4,0.3
61,qwen/qwen3.5-397b-a17b,stop,2035.0,305.9321553707123,10465.0,12500.0,0.03231075,0.6,0.95,0.21875,0.4,0.4,0.3
62,qwen/qwen3.5-397b-a17b,stop,3806.0,156.45840191841123,9183.0,12989.0,0.0353424,0.6,0.95,0.0666666666666666,0.3,0.6,0.4
63,qwen/qwen3.5-397b-a17b,stop,2957.0,135.4974901676178,11287.0,14244.0,0.05300925,0.6,0.95,0.1,0.3,0.3,0.3
64,qwen/qwen3.5-397b-a17b,stop,2145.0,680.4126794338226,8096.0,10241.0,0.020661025,0.6,0.95,0.2325581395348837,0.4,0.5,0.4
65,qwen/qwen3.5-397b-a17b,stop,2087.0,222.8385443687439,7948.0,10035.0,0.02478315,0.6,0.95,0.1702127659574468,0.1,0.3,0.2
66,qwen/qwen3.5-397b-a17b,stop,1576.0,135.464839220047,8293.0,9869.0,0.0308004,0.6,0.95,0.0,0.2,0.3,0.1
67,qwen/qwen3.5-397b-a17b,stop,2109.0,132.05608129501343,8007.0,10116.0,0.02918445,0.6,0.95,0.2631578947368421,0.3,0.6,0.3
68,qwen/qwen3.5-397b-a17b,stop,2598.0,173.80791926383972,8429.0,11027.0,0.0309304,0.6,0.95,0.1379310344827586,0.4,0.8,0.4
69,qwen/qwen3.5-397b-a17b,stop,2452.0,63.67687058448792,7805.0,10257.0,0.0295692,0.6,0.95,0.0,0.2,0.3,0.2
70,qwen/qwen3.5-397b-a17b,stop,2171.0,66.98318386077881,9047.0,11218.0,0.0338718,0.6,0.95,0.15,0.5,0.6,0.3
71,qwen/qwen3.5-397b-a17b,stop,2187.0,157.2944533824921,9417.0,11604.0,0.03416235,0.6,0.95,0.1333333333333333,0.4,0.4,0.4
72,qwen/qwen3.5-397b-a17b,stop,3184.0,137.57724571228027,8566.0,11750.0,0.0271308,0.6,0.95,0.2941176470588235,0.4,0.5,0.3
73,qwen/qwen3.5-397b-a17b,stop,2248.0,263.98984575271606,9377.0,11625.0,0.0291426,0.6,0.95,0.2264150943396226,0.5,0.9,0.7
74,qwen/qwen3.5-397b-a17b,stop,2480.0,669.9560406208038,10025.0,12505.0,0.02551605,0.6,0.95,0.2702702702702703,0.5,0.5,0.3
75,qwen/qwen3.5-397b-a17b,stop,2107.0,123.75328063964844,7670.0,9777.0,0.01876953,0.6,0.95,0.2083333333333333,0.4,0.6,0.4
76,qwen/qwen3.5-397b-a17b,stop,2623.0,99.1744191646576,8019.0,10642.0,0.03805275,0.6,0.95,0.2142857142857142,0.85,0.7,0.4
77,qwen/qwen3.5-397b-a17b,stop,2657.0,114.2112956047058,8573.0,11230.0,0.0321913,0.6,0.95,0.1666666666666666,0.6,0.6,0.5
78,qwen/qwen3.5-397b-a17b,stop,3622.0,111.63783025741576,8989.0,12611.0,0.043167,0.6,0.95,0.2,0.3,0.5,0.2
79,qwen/qwen3.5-397b-a17b,stop,2673.0,578.2461659908295,7273.0,9946.0,0.018847955,0.6,0.95,0.3157894736842105,0.5,0.5,0.3
80,qwen/qwen3.5-397b-a17b,stop,2539.0,140.61249351501465,8600.0,11139.0,0.0324834,0.6,0.95,0.3243243243243243,0.6,0.6,0.5
0,qwen/qwen3.5-122b-a10b,stop,1989.0,157.65644121170044,9369.0,11358.0,0.02000466,0.6,0.95,0.3103448275862069,0.4,0.6,0.4
1,qwen/qwen3.5-122b-a10b,stop,1575.0,142.77812910079956,7850.0,9425.0,0.02575,0.6,0.95,0.1875,0.2,0.3,0.2
2,qwen/qwen3.5-122b-a10b,stop,2306.0,106.27788138389587,9434.0,11740.0,0.02022228,0.6,0.95,0.4166666666666667,0.3,0.4,0.3
3,qwen/qwen3.5-122b-a10b,stop,2779.0,132.6959195137024,7337.0,10116.0,0.0184425,0.6,0.95,0.1818181818181818,0.3,0.4,0.3
4,qwen/qwen3.5-122b-a10b,stop,1456.0,89.15051603317261,7921.0,9377.0,0.01685424,0.6,0.95,0.074074074074074,0.4,0.3,0.2
5,qwen/qwen3.5-122b-a10b,stop,2367.0,154.47355198860168,9177.0,11544.0,0.01970358,0.6,0.95,0.2068965517241379,0.4,0.5,0.4
6,qwen/qwen3.5-122b-a10b,stop,2126.0,76.73268842697144,6833.0,8959.0,0.0147654,0.6,0.95,0.1282051282051282,0.2,0.2,0.1
7,qwen/qwen3.5-122b-a10b,stop,1924.0,111.52807998657228,9926.0,11850.0,0.02114632,0.6,0.95,,0.3,0.3,0.2
8,qwen/qwen3.5-122b-a10b,stop,2504.0,123.23305439949036,6995.0,9499.0,0.0233856,0.6,0.95,0.1111111111111111,0.4,0.4,0.3
9,qwen/qwen3.5-122b-a10b,stop,3094.0,106.2237617969513,9325.0,12419.0,0.02020044,0.6,0.95,0.1,0.2,0.4,0.2
10,qwen/qwen3.5-122b-a10b,stop,1771.0,135.63956809043884,8987.0,10758.0,0.01915342,0.6,0.95,0.1428571428571428,0.4,0.5,0.3
11,qwen/qwen3.5-122b-a10b,stop,1851.0,140.6139304637909,8235.0,10086.0,0.0203193,0.6,0.95,0.15,0.2,0.2,0.2
12,qwen/qwen3.5-122b-a10b,stop,1628.0,117.3966829776764,7783.0,9411.0,0.01661192,0.6,0.95,0.0,0.4,0.6,0.6
13,qwen/qwen3.5-122b-a10b,stop,1426.0,131.55921244621277,7907.0,9333.0,0.0194046,0.6,0.95,0.0943396226415094,0.3,0.3,0.2
14,qwen/qwen3.5-122b-a10b,stop,2187.0,90.57813048362732,7630.0,9817.0,0.0252908,0.6,0.95,0.1111111111111111,0.3,0.3,0.2
15,qwen/qwen3.5-122b-a10b,stop,2538.0,101.9164855480194,8235.0,10773.0,0.0205254,0.6,0.95,0.3478260869565217,0.3,0.4,0.3
16,qwen/qwen3.5-122b-a10b,stop,2163.0,72.96139597892761,8807.0,10970.0,0.01888094,0.6,0.95,0.3,0.3,0.4,0.3
17,qwen/qwen3.5-122b-a10b,stop,2236.0,134.5844793319702,9880.0,12116.0,0.0325104,0.6,0.95,0.0714285714285714,0.4,0.4,0.3
18,qwen/qwen3.5-122b-a10b,stop,1900.0,111.78574323654176,7731.0,9631.0,0.01657448,0.6,0.95,0.0869565217391304,0.3,0.3,0.1
19,qwen/qwen3.5-122b-a10b,stop,2875.0,150.03598284721377,10386.0,13261.0,0.0343852,0.6,0.95,0.3,0.4,0.3,0.3
20,qwen/qwen3.5-122b-a10b,stop,2525.0,124.1655068397522,8396.0,10921.0,0.01812018,0.6,0.95,0.0,0.1,0.3,0.1
21,qwen/qwen3.5-122b-a10b,stop,2701.0,138.9371256828308,10027.0,12728.0,0.0331668,0.6,0.95,0.1818181818181818,0.4,0.6,0.5
22,qwen/qwen3.5-122b-a10b,stop,1659.0,100.68371415138245,6927.0,8586.0,0.0148395,0.6,0.95,0.1176470588235294,0.3,0.3,0.2
23,qwen/qwen3.5-122b-a10b,stop,2630.0,77.84424209594727,9573.0,12203.0,0.02059564,0.6,0.95,0.1052631578947368,0.6,0.6,0.3
24,qwen/qwen3.5-122b-a10b,stop,1501.0,80.79475593566895,5788.0,7289.0,0.0143415,0.6,0.95,0.1212121212121212,0.2,0.3,0.2
25,qwen/qwen3.5-122b-a10b,stop,2272.0,58.89788556098938,6793.0,9065.0,0.01472016,0.6,0.95,0.125,0.4,0.4,0.2
26,qwen/qwen3.5-122b-a10b,stop,2824.0,121.94185495376588,8812.0,11636.0,0.021996,0.6,0.95,0.1052631578947368,0.4,0.4,0.2
27,qwen/qwen3.5-122b-a10b,stop,2371.0,183.05700087547305,11853.0,14224.0,0.0252707,0.6,0.95,0.275,0.2,0.4,0.2
28,qwen/qwen3.5-122b-a10b,stop,1036.0,103.08761596679688,6824.0,7860.0,0.01446328,0.6,0.95,0.3157894736842105,0.3,0.5,0.3
29,qwen/qwen3.5-122b-a10b,stop,1647.0,85.33822250366211,7125.0,8772.0,0.0175941,0.6,0.95,0.3076923076923077,0.4,0.6,0.3
30,qwen/qwen3.5-122b-a10b,stop,1285.0,112.37044215202332,7259.0,8544.0,0.01543282,0.6,0.95,0.0,0.2,0.4,0.2
31,qwen/qwen3.5-122b-a10b,stop,2020.0,93.54798007011414,9951.0,11971.0,0.02122328,0.6,0.95,0.125,0.3,0.3,0.2
32,qwen/qwen3.5-122b-a10b,stop,1178.0,94.72388315200806,7291.0,8469.0,0.0238024,0.6,0.95,0.1739130434782608,0.3,0.3,0.2
33,qwen/qwen3.5-122b-a10b,stop,1272.0,119.45185828208923,7511.0,8783.0,0.0159536,0.6,0.95,0.15625,0.2,0.4,0.1
34,qwen/qwen3.5-122b-a10b,stop,2638.0,105.85696291923524,8383.0,11021.0,0.0209106,0.6,0.95,0.074074074074074,0.3,0.5,0.3
35,qwen/qwen3.5-122b-a10b,stop,2909.0,103.38107776641846,7906.0,10815.0,0.0264628,0.6,0.95,0.119047619047619,0.4,0.4,0.4
36,qwen/qwen3.5-122b-a10b,stop,1834.0,95.17198729515076,7118.0,8952.0,0.0176334,0.6,0.95,0.1538461538461538,0.4,0.4,0.3
37,qwen/qwen3.5-122b-a10b,stop,2448.0,154.6602282524109,9690.0,12138.0,0.02079168,0.6,0.95,0.2,0.3,0.5,0.2
38,qwen/qwen3.5-122b-a10b,stop,2510.0,151.72889065742493,10205.0,12715.0,0.03366,0.6,0.95,0.1111111111111111,0.4,0.5,0.3
39,qwen/qwen3.5-122b-a10b,stop,2113.0,116.88806009292604,7265.0,9378.0,0.01566058,0.6,0.95,0.3846153846153846,0.4,0.6,0.4
40,qwen/qwen3.5-122b-a10b,stop,2945.0,154.809166431427,10194.0,13139.0,0.0253491,0.6,0.95,0.1904761904761904,0.4,0.5,0.3
41,qwen/qwen3.5-122b-a10b,stop,2184.0,124.38110542297365,9036.0,11220.0,0.0297888,0.6,0.95,0.0,0.2,0.5,0.4
42,qwen/qwen3.5-122b-a10b,stop,1887.0,136.60812497138977,8338.0,10225.0,0.0205773,0.6,0.95,0.2,0.3,0.3,0.2
43,qwen/qwen3.5-122b-a10b,stop,1764.0,163.69829940795898,10415.0,12179.0,0.02212184,0.6,0.95,0.1428571428571428,0.2,0.5,0.2
44,qwen/qwen3.5-122b-a10b,stop,2133.0,130.0340919494629,8283.0,10416.0,0.01778322,0.6,0.95,0.2,0.5,0.5,0.5
45,qwen/qwen3.5-122b-a10b,stop,2684.0,243.10701084136963,19529.0,22213.0,0.0476748,0.6,0.95,0.125,0.3,0.4,0.3
46,qwen/qwen3.5-122b-a10b,stop,2872.0,112.23709607124329,7173.0,10045.0,0.01566656,0.6,0.95,0.1739130434782608,0.4,0.5,0.4
47,qwen/qwen3.5-122b-a10b,stop,2603.0,93.85716080665588,10246.0,12849.0,0.02198846,0.6,0.95,0.2285714285714285,0.3,0.2,0.2
48,qwen/qwen3.5-122b-a10b,stop,2373.0,97.33212232589722,10430.0,12803.0,0.02231138,0.6,0.95,0.2631578947368421,0.7,0.5,0.3
49,qwen/qwen3.5-122b-a10b,stop,1999.0,136.05554270744324,8537.0,10536.0,0.0182767,0.6,0.95,0.4375,0.4,0.7,0.4
50,qwen/qwen3.5-122b-a10b,stop,2532.0,103.46702647209167,10962.0,13494.0,0.02345928,0.6,0.95,0.1951219512195122,0.3,0.4,0.2
51,qwen/qwen3.5-122b-a10b,stop,2816.0,82.09122228622437,9150.0,11966.0,0.01976416,0.6,0.95,0.2045454545454545,0.4,0.5,0.3
52,qwen/qwen3.5-122b-a10b,stop,3280.0,95.3271758556366,11095.0,14375.0,0.0239304,0.6,0.95,0.0,0.3,0.6,0.3
53,qwen/qwen3.5-122b-a10b,stop,2405.0,164.3315896987915,10021.0,12426.0,0.02146898,0.6,0.95,0.1388888888888889,0.4,0.3,0.3
54,qwen/qwen3.5-122b-a10b,stop,2473.0,81.77318358421326,9740.0,12213.0,0.02090218,0.6,0.95,0.2272727272727272,0.3,0.3,0.2
55,qwen/qwen3.5-122b-a10b,stop,2094.0,125.62000131607056,8925.0,11019.0,0.0220482,0.6,0.95,0.1904761904761904,0.6,0.4,0.5
56,qwen/qwen3.5-122b-a10b,stop,2365.0,89.55119347572327,9274.0,11639.0,0.01990482,0.6,0.95,0.1627906976744186,0.3,0.3,0.2
57,qwen/qwen3.5-122b-a10b,stop,2307.0,91.7440345287323,6507.0,8814.0,0.0163089,0.6,0.95,0.0,0.4,0.4,0.3
58,qwen/qwen3.5-122b-a10b,stop,2351.0,124.41771125793456,9878.0,12229.0,0.0244125,0.6,0.95,0.1794871794871795,0.5,0.6,0.5
59,qwen/qwen3.5-122b-a10b,stop,2320.0,122.63352108001708,7745.0,10065.0,0.0167128,0.6,0.95,0.2758620689655172,0.5,0.4,0.3
60,qwen/qwen3.5-122b-a10b,stop,2882.0,110.95594239234924,9607.0,12489.0,0.02073188,0.6,0.95,0.0833333333333333,0.4,0.4,0.4
61,qwen/qwen3.5-122b-a10b,stop,2035.0,150.79894280433655,8321.0,10356.0,0.0274412,0.6,0.95,0.0666666666666666,0.2,0.3,0.2
62,qwen/qwen3.5-122b-a10b,stop,3806.0,148.23501229286194,10195.0,14001.0,0.02219516,0.6,0.95,0.0,0.2,0.3,0.2
63,qwen/qwen3.5-122b-a10b,stop,2962.0,103.39215350151062,8810.0,11772.0,0.0293768,0.6,0.95,0.0,0.3,0.3,0.1
64,qwen/qwen3.5-122b-a10b,stop,2145.0,67.65270495414734,8012.0,10157.0,0.01722266,0.6,0.95,0.217391304347826,0.4,0.6,0.4
65,qwen/qwen3.5-122b-a10b,stop,2087.0,133.1307394504547,10091.0,12178.0,0.0215319,0.6,0.95,0.1363636363636363,0.3,0.4,0.2
66,qwen/qwen3.5-122b-a10b,stop,1576.0,92.67854714393616,7815.0,9391.0,0.0256384,0.6,0.95,0.0666666666666666,0.1,0.4,0.1
67,qwen/qwen3.5-122b-a10b,stop,2109.0,179.3761305809021,10329.0,12438.0,0.0338964,0.6,0.95,0.1875,0.5,0.4,0.3
68,qwen/qwen3.5-122b-a10b,stop,2598.0,97.6910798549652,7604.0,10202.0,0.0164918,0.6,0.95,0.1034482758620689,0.5,0.6,0.3
69,qwen/qwen3.5-122b-a10b,stop,2452.0,159.81228971481323,8824.0,11276.0,0.0219132,0.6,0.95,0.0,0.3,0.2,0.2
70,qwen/qwen3.5-122b-a10b,stop,2171.0,195.07295894622803,11020.0,13191.0,0.0361324,0.6,0.95,0.3076923076923077,0.2,0.3,0.2
71,qwen/qwen3.5-122b-a10b,stop,2187.0,124.4171540737152,9745.0,11932.0,0.02083822,0.6,0.95,0.1666666666666666,0.3,0.4,0.2
72,qwen/qwen3.5-122b-a10b,stop,3184.0,101.56257104873656,7959.0,11143.0,0.01738256,0.6,0.95,0.3333333333333333,0.2,0.3,0.2
73,qwen/qwen3.5-122b-a10b,stop,2248.0,153.81690859794617,8778.0,11026.0,0.0217416,0.6,0.95,0.217391304347826,0.4,0.4,0.2
74,qwen/qwen3.5-122b-a10b,stop,2480.0,133.4847846031189,9078.0,11558.0,0.0300416,0.6,0.95,0.2424242424242424,0.2,0.3,0.2
75,qwen/qwen3.5-122b-a10b,stop,2107.0,88.63432621955872,10254.0,12361.0,0.02187614,0.6,0.95,0.108695652173913,0.2,0.3,0.2
76,qwen/qwen3.5-122b-a10b,stop,2628.0,111.35957765579224,8059.0,10687.0,0.02013,0.6,0.95,0.2941176470588235,0.7,0.5,0.3
77,qwen/qwen3.5-122b-a10b,stop,2657.0,137.69343638420105,8328.0,10985.0,0.0277124,0.6,0.95,0.25,0.4,0.5,0.37
78,qwen/qwen3.5-122b-a10b,stop,3627.0,64.60637998580933,8494.0,12121.0,0.01861054,0.6,0.95,0.3333333333333333,0.2,0.4,0.4
79,qwen/qwen3.5-122b-a10b,stop,2673.0,68.60547018051147,8243.0,10916.0,0.01784042,0.6,0.95,0.3,0.2,0.4,0.2
80,qwen/qwen3.5-122b-a10b,stop,2539.0,79.11975359916687,10328.0,12867.0,0.02214238,0.6,0.95,0.2424242424242424,0.4,0.5,0.3
0,meta-llama/llama-3.1-8b-instruct,length,2348.0,263.2732684612274,16384.0,18732.0,0.00053848,,,0.0,0.0,0.0,0.1
1,meta-llama/llama-3.1-8b-instruct,stop,1865.0,178.2106773853302,1015.0,2880.0,8.805e-05,,,0.0666666666666666,0.1,0.1,0.1
2,meta-llama/llama-3.1-8b-instruct,stop,2666.0,225.93303394317627,1357.0,4023.0,0.00012117,,,0.2,0.2,0.1,0.2
3,meta-llama/llama-3.1-8b-instruct,stop,3295.0,30.606048107147217,1986.0,5281.0,0.00012548,,,0.0,0.0,0.0,0.0
4,meta-llama/llama-3.1-8b-instruct,stop,1734.0,33.4599826335907,5271.0,7005.0,0.00029823,,,0.0,0.0,0.0,0.1
5,meta-llama/llama-3.1-8b-instruct,stop,2705.0,62.58854556083679,352.0,3057.0,7.17e-05,,,0.0,0.0,0.1,0.1
6,meta-llama/llama-3.1-8b-instruct,stop,2463.0,36.12832546234131,5060.0,7523.0,0.00030226,,,0.0,0.0,0.0,0.1
7,meta-llama/llama-3.1-8b-instruct,stop,2269.0,2.193399906158448,1313.0,3582.0,0.00021849,,,,0.0,0.2,0.1
8,meta-llama/llama-3.1-8b-instruct,stop,2880.0,141.10459232330322,799.0,3679.0,9.755e-05,,,0.0,0.1,0.1,0.1
9,meta-llama/llama-3.1-8b-instruct,stop,3668.0,126.7641384601593,698.0,4366.0,0.00010826,,,0.0909090909090909,0.2,0.1,0.1
10,meta-llama/llama-3.1-8b-instruct,length,2078.0,79.60970759391785,12878.0,14956.0,0.00068546,,,0.0714285714285714,0.0,0.0,0.1
11,meta-llama/llama-3.1-8b-instruct,stop,2149.0,34.71414804458618,5010.0,7159.0,0.00029348,,,0.027027027027027,0.0,0.1,0.1
12,meta-llama/llama-3.1-8b-instruct,stop,1941.0,49.525851011276245,7544.0,9485.0,0.00041602,,,0.0,0.0,0.0,0.1
13,meta-llama/llama-3.1-8b-instruct,stop,1679.0,73.95786881446838,482.0,2161.0,5.768e-05,,,0.0,0.0,0.0,0.0
14,meta-llama/llama-3.1-8b-instruct,stop,2530.0,10.67082405090332,621.0,3151.0,6.923e-05,,,0.0,0.0,0.1,0.1
15,meta-llama/llama-3.1-8b-instruct,stop,3008.0,60.59436273574829,10583.0,13591.0,0.00058931,,,0.0454545454545454,0.0,0.0,0.1
16,meta-llama/llama-3.1-8b-instruct,stop,2531.0,176.26481366157532,10727.0,13258.0,0.00037243,,,0.1818181818181818,0.0,0.0,0.0
17,meta-llama/llama-3.1-8b-instruct,stop,2576.0,11.185829401016235,615.0,3191.0,6.997e-05,,,0.0,0.0,0.0,0.1
18,meta-llama/llama-3.1-8b-instruct,stop,2212.0,31.413119554519653,5415.0,7627.0,0.00031499,,,0.027027027027027,0.1,0.0,0.1
19,meta-llama/llama-3.1-8b-instruct,stop,3329.0,2.289428949356079,1360.0,4689.0,0.00027525,,,0.1052631578947368,0.2,0.2,0.2
20,meta-llama/llama-3.1-8b-instruct,stop,2975.0,125.0412244796753,754.0,3729.0,9.72e-05,,,0.0,0.0,0.0,0.1
21,meta-llama/llama-3.1-8b-instruct,stop,3237.0,235.4382836818695,1401.0,4638.0,0.00013479,,,0.1,0.1,0.2,0.2
22,meta-llama/llama-3.1-8b-instruct,stop,1936.0,16.939420223236084,3139.0,5075.0,0.00019567,,,0.0344827586206896,0.0,0.1,0.1
23,meta-llama/llama-3.1-8b-instruct,stop,3042.0,221.5701026916504,1527.0,4569.0,0.00013719,,,0.0,0.1,0.2,0.2
24,meta-llama/llama-3.1-8b-instruct,stop,1827.0,73.39716267585754,4369.0,6196.0,0.00016761,,,0.0606060606060606,0.1,0.0,0.1
25,meta-llama/llama-3.1-8b-instruct,stop,2667.0,18.252073287963867,1067.0,3734.0,8.535e-05,,,0.0294117647058823,0.0,0.0,0.0
26,meta-llama/llama-3.1-8b-instruct,stop,3264.0,73.62412023544312,4362.0,7626.0,0.00019614,,,0.0,0.0,0.0,0.1
27,meta-llama/llama-3.1-8b-instruct,stop,2836.0,8.128852367401123,463.0,3299.0,7.061e-05,,,0.0,0.0,0.0,0.0
28,meta-llama/llama-3.1-8b-instruct,stop,1234.0,35.29291486740112,6228.0,7462.0,0.00033608,,,0.0,0.0,0.0,0.1
29,meta-llama/llama-3.1-8b-instruct,stop,1944.0,56.171865701675415,3324.0,5268.0,0.0001386,,,0.1,0.0,0.0,0.0
30,meta-llama/llama-3.1-8b-instruct,stop,1502.0,209.16993117332456,1609.0,3111.0,0.00011049,,,0.0,0.1,0.1,0.1
31,meta-llama/llama-3.1-8b-instruct,stop,2421.0,143.42873859405518,7617.0,10038.0,0.00027693,,,0.0,0.0,0.0,0.0
32,meta-llama/llama-3.1-8b-instruct,stop,1325.0,124.74721479415894,792.0,2117.0,6.61e-05,,,0.0,0.1,0.1,0.1
33,meta-llama/llama-3.1-8b-instruct,stop,1446.0,41.93324685096741,2579.0,4025.0,0.00010629,,,0.0434782608695652,0.0,0.0,0.0
34,meta-llama/llama-3.1-8b-instruct,stop,3070.0,133.54316234588623,1055.0,4125.0,0.00011415,,,0.0434782608695652,0.1,0.2,0.1
35,meta-llama/llama-3.1-8b-instruct,stop,3551.0,117.19843125343324,974.0,4525.0,0.00011972,,,0.0789473684210526,0.2,0.2,0.2
36,meta-llama/llama-3.1-8b-instruct,stop,2158.0,155.12516713142395,1006.0,3164.0,9.346e-05,,,0.0,0.2,0.1,0.1
37,meta-llama/llama-3.1-8b-instruct,stop,2828.0,3.688976287841797,525.0,3353.0,8.281e-05,,,0.0,0.0,0.1,0.0
38,meta-llama/llama-3.1-8b-instruct,stop,2924.0,63.82818555831909,10390.0,13314.0,0.00057798,,,0.0,0.0,0.0,0.1
39,meta-llama/llama-3.1-8b-instruct,stop,2481.0,19.0399136543274,1112.0,3593.0,8.298e-05,,,0.1538461538461538,0.1,0.0,0.1
40,meta-llama/llama-3.1-8b-instruct,stop,3398.0,62.0296893119812,2607.0,6005.0,0.00014617,,,0.0294117647058823,0.0,0.0,0.0
41,meta-llama/llama-3.1-8b-instruct,stop,2560.0,7.9603986740112305,289.0,2849.0,5.987e-05,,,0.0,0.0,0.0,0.1
42,meta-llama/llama-3.1-8b-instruct,stop,2186.0,101.20218849182127,579.0,2765.0,7.267e-05,,,0.0,0.0,0.1,0.1
43,meta-llama/llama-3.1-8b-instruct,stop,2034.0,250.57761144638064,9112.0,11146.0,0.00031404,,,0.0,0.0,0.1,0.1
